,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.38,0.59,0.81,0.86
jlinalg.csv,0.5,0.52,0.57,0.44
qmmp.csv,0.45,0.46,0.52,0.53
yale.csv,0.86,0.66,0.99,0.64
