,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.46,0.26,0.27,0.64,0.0
open-data-kit.csv,0.42,0.61,0.0,0.41,0.36
qtractor.csv,0.0,0.59,0.23,0.35,0.25
quarkplayer.csv,0.21,0.0,0.07,0.05,0.56
turbotrader-bos.csv,0.33,0.4,0.09,0.01,0.19
