,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.56,0.69,0.45,0.67,0.0
open-data-kit.csv,0.51,0.67,0.0,0.49,0.43
qtractor.csv,0.0,0.65,0.67,0.48,0.52
quarkplayer.csv,0.92,0.09,0.92,0.85,0.82
turbotrader-bos.csv,0.66,0.44,0.69,0.05,0.72
