,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.66,0.14,0.72,0.52,1.0
open-data-kit.csv,0.69,0.14,1.0,0.57,0.54
qtractor.csv,1.0,0.14,0.49,0.56,0.48
quarkplayer.csv,0.17,0.95,0.14,0.24,0.26
turbotrader-bos.csv,0.5,0.22,0.46,0.97,0.32
