,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.63,0.09,0.8,0.39,1.0
open-data-kit.csv,0.67,0.08,1.0,0.47,0.42
qtractor.csv,1.0,0.08,0.74,0.49,0.42
quarkplayer.csv,0.38,1.0,0.67,0.62,0.2
turbotrader-bos.csv,0.6,0.12,0.86,0.99,0.35
