,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.69,0.51,0.24,0.12,0.32,0.37,0.64,0.32,0.01,0.5,0.39,0.38,0.68,0.66,0.57,0.44
amygdala.csv,0.68,0.07,0.26,0.51,0.33,0.4,0.52,0.26,0.0,0.37,0.24,0.71,0.26,0.66,0.45,0.38
awemud.csv,0.75,0.75,0.32,0.25,0.66,0.56,0.6,0.3,0.03,0.0,0.26,0.45,0.57,0.71,0.71,0.61
bullet.csv,0.72,0.58,0.26,0.56,0.44,0.8,0.4,0.18,0.02,0.06,0.1,0.64,0.33,0.14,0.44,0.71
customwars.csv,0.71,0.63,0.16,0.65,0.61,0.62,0.52,0.18,0.01,0.0,0.25,0.42,0.64,0.59,0.63,0.58
dvd-create.csv,0.61,0.76,0.32,0.26,0.87,0.75,0.51,0.36,0.01,0.15,0.25,0.68,0.31,0.73,0.67,0.69
gbif-indexingtoolkit.csv,0.77,0.61,0.31,0.38,0.87,0.33,0.35,0.4,0.0,0.0,0.27,0.44,0.44,0.41,0.47,0.55
go.csv,0.81,0.81,0.49,0.14,0.74,0.56,0.61,0.25,0.01,0.0,0.26,0.72,0.58,0.76,0.68,0.66
gss.csv,0.8,0.73,0.39,0.78,0.83,0.79,0.59,0.29,0.01,0.0,0.25,0.68,0.54,0.7,0.76,0.76
kwave.csv,0.79,0.78,0.45,0.4,0.89,0.68,0.54,0.29,0.01,0.32,0.25,0.57,0.47,0.71,0.76,0.81
lsb.csv,0.74,0.58,0.22,0.74,0.84,0.75,0.46,0.33,0.02,0.0,0.26,0.62,0.62,0.58,0.51,0.71
mpgravity.csv,0.85,0.76,0.28,0.37,0.83,0.76,0.51,0.32,0.0,0.67,0.26,0.7,0.0,0.78,0.74,0.75
qcad2.csv,0.63,0.59,0.55,0.23,0.64,0.55,0.62,0.25,0.01,0.55,0.32,0.33,0.58,0.58,0.73,0.68
qtwin.csv,0.12,0.0,0.0,0.0,0.0,0.08,0.15,0.27,0.05,0.21,0.19,0.14,0.2,0.52,0.43,0.28
roller.csv,0.8,0.8,0.29,0.27,0.81,0.77,0.52,0.31,0.0,0.37,0.29,0.67,0.45,0.74,0.69,0.73
xinity.csv,0.53,0.72,0.38,0.21,0.86,0.58,0.32,0.28,0.0,0.37,0.28,0.42,0.43,0.48,0.78,0.68
