,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.84,0.9,0.33,0.19,1.0,0.8,0.54,0.25,0.01,0.62,0.27,0.67,0.61,0.85,0.64,0.82
amygdala.csv,0.82,0.75,0.2,0.61,0.88,0.82,0.53,0.17,0.0,0.23,0.17,0.71,0.32,0.74,0.67,0.43
awemud.csv,0.81,0.84,0.29,0.22,0.93,0.9,0.52,0.19,0.01,0.0,0.16,0.65,0.46,0.65,0.67,0.79
bullet.csv,0.74,0.59,0.17,0.46,0.85,0.91,0.37,0.14,0.01,0.05,0.07,0.54,0.27,0.26,0.64,0.63
customwars.csv,0.85,0.79,0.14,0.96,0.88,0.81,0.51,0.13,0.01,0.0,0.18,0.63,0.57,0.74,0.57,0.64
dvd-create.csv,0.71,0.69,0.24,0.17,0.95,0.88,0.35,0.23,0.0,1.0,0.15,0.66,0.22,0.64,0.63,0.65
gbif-indexingtoolkit.csv,0.73,0.62,0.23,0.24,0.81,0.55,0.28,0.32,0.0,0.0,0.17,0.47,0.31,0.57,0.65,0.51
go.csv,0.76,0.85,0.38,0.1,0.84,0.81,0.45,0.16,0.0,0.0,0.15,0.65,0.46,0.7,0.64,0.65
gss.csv,0.77,0.7,0.27,0.82,0.9,0.78,0.47,0.18,0.01,0.0,0.15,0.58,0.39,0.62,0.63,0.84
kwave.csv,0.77,0.64,0.38,0.25,0.8,0.8,0.38,0.18,0.0,0.43,0.14,0.51,0.31,0.61,0.63,0.72
lsb.csv,0.82,0.58,0.15,0.72,0.81,0.84,0.47,0.26,0.01,0.0,0.15,0.51,0.72,0.67,0.53,0.6
mpgravity.csv,0.75,0.78,0.19,0.24,0.81,0.75,0.34,0.19,0.0,0.6,0.15,0.54,0.0,0.64,0.61,0.6
qcad2.csv,0.76,0.84,0.53,0.2,0.92,0.82,0.55,0.16,0.0,0.47,0.19,0.53,0.6,0.58,0.67,0.66
qtwin.csv,0.71,0.0,0.0,0.0,0.0,0.5,0.57,0.19,0.03,0.29,0.14,0.75,0.36,0.75,0.65,0.83
roller.csv,0.77,0.78,0.18,0.18,0.81,0.73,0.36,0.19,0.0,0.33,0.17,0.53,0.29,0.79,0.62,0.59
xinity.csv,0.64,0.61,0.31,0.13,0.8,0.73,0.25,0.2,0.0,0.23,0.17,0.41,0.28,0.61,0.75,0.57
