,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.52,0.65,0.59,0.03,0.64,0.51,0.58,0.68,0.63,0.77,0.81,0.64,0.63,0.66,0.69
bibletime.csv,0.73,0.88,1.0,0.96,0.64,0.76,1.0,0.71,0.85,0.85,0.0,0.84,0.73,1.0,1.0
boost.csv,0.52,0.73,0.72,0.75,0.04,0.7,0.74,0.72,0.78,0.54,0.85,0.63,0.55,0.76,0.61
doomlegacy.csv,0.59,0.61,0.72,0.65,0.67,0.5,0.49,0.75,0.05,0.58,0.53,0.59,0.47,0.82,0.67
gpac.csv,0.61,0.81,0.05,0.77,0.75,0.54,0.94,0.81,0.86,0.46,0.41,0.77,0.57,0.46,0.85
kftpgrabber.csv,0.52,0.52,0.71,0.6,0.66,0.03,0.6,0.93,0.76,0.72,0.64,0.66,0.65,0.72,0.82
nativeclient.csv,0.44,0.48,0.65,0.78,0.66,0.54,0.49,0.69,0.66,0.57,0.51,0.63,0.47,0.46,0.08
netatalk.csv,0.48,0.54,0.67,0.66,0.67,0.46,0.0,0.78,0.58,0.57,0.61,0.62,0.63,0.69,0.73
open-ms.csv,0.72,0.94,0.87,0.87,0.89,0.8,0.65,0.82,0.75,0.28,0.82,0.15,0.85,0.94,0.93
openmsx.csv,0.86,0.69,0.76,0.76,0.76,0.67,0.64,0.06,0.66,0.91,0.58,0.76,0.83,0.48,0.89
rosegarden.csv,0.06,0.51,0.68,0.74,0.63,0.49,0.73,0.73,0.57,0.44,0.7,0.61,0.39,0.75,0.74
rsyslog.csv,0.44,0.04,0.67,0.76,0.59,0.53,0.46,0.85,0.69,0.74,0.64,0.55,0.5,0.62,0.54
sandiaportals.csv,0.57,0.52,0.78,0.84,0.8,0.61,0.68,0.66,0.7,0.61,0.72,0.59,0.6,0.04,0.53
xmoto.csv,0.56,0.45,0.86,0.67,0.69,0.6,0.4,0.7,0.67,0.78,0.55,0.67,0.03,0.42,0.78
xqilla.csv,0.87,0.96,0.85,0.97,0.99,1.0,0.86,1.0,0.9,0.0,0.98,0.91,0.94,1.0,0.99
