,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.5,0.57,0.63,0.97,0.47,0.57,0.43,0.48,0.6,0.04,0.49,0.33,0.51,0.77,0.49
bibletime.csv,0.47,0.71,0.7,0.52,0.58,0.5,0.42,0.51,0.63,0.06,1.0,0.35,0.56,0.84,0.74
boost.csv,0.5,0.6,0.56,0.38,0.98,0.42,0.32,0.52,0.69,0.09,0.56,0.34,0.6,0.54,0.57
doomlegacy.csv,0.46,0.53,0.63,0.5,0.42,0.55,0.5,0.41,0.98,0.07,0.66,0.36,0.64,0.6,0.51
gpac.csv,0.44,0.3,0.97,0.33,0.34,0.51,0.1,0.28,0.31,0.1,0.77,0.24,0.55,0.7,0.26
kftpgrabber.csv,0.56,0.62,0.49,0.47,0.44,0.98,0.44,0.12,0.39,0.06,0.53,0.39,0.48,0.44,0.3
nativeclient.csv,0.56,0.67,0.6,0.34,0.43,0.51,0.5,0.41,0.66,0.07,0.74,0.36,0.64,0.7,0.96
netatalk.csv,0.55,0.6,0.51,0.41,0.43,0.6,1.0,0.32,0.6,0.07,0.57,0.36,0.49,0.47,0.41
open-ms.csv,0.34,0.45,0.24,0.22,0.19,0.31,0.48,0.36,0.55,0.15,0.48,0.92,0.29,0.38,0.13
openmsx.csv,0.45,0.56,0.62,0.42,0.47,0.5,0.46,0.96,0.69,0.04,0.78,0.33,0.55,0.74,0.61
rosegarden.csv,0.96,0.62,0.47,0.34,0.48,0.56,0.33,0.39,0.68,0.1,0.48,0.36,0.7,0.48,0.42
rsyslog.csv,0.56,0.98,0.52,0.51,0.5,0.52,0.53,0.25,0.65,0.05,0.71,0.39,0.61,0.66,0.65
sandiaportals.csv,0.5,0.73,0.69,0.48,0.53,0.57,0.38,0.47,0.56,0.08,0.9,0.38,0.55,0.98,0.66
xmoto.csv,0.49,0.68,0.67,0.46,0.44,0.52,0.58,0.41,0.57,0.05,0.7,0.31,0.99,0.75,0.67
xqilla.csv,0.22,0.07,0.26,0.05,0.03,0.0,0.25,0.0,0.19,1.0,0.03,0.12,0.11,0.0,0.03
