,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.46,0.66,0.25,0.95,0.35,0.3,0.53,0.6,0.52,0.38,0.39
gabel.csv,0.17,0.04,0.0,0.09,0.93,0.0,0.0,0.04,0.0,0.0,0.0
javaprofiler.csv,0.45,0.65,0.27,0.39,0.17,0.29,0.45,0.56,0.36,0.2,1.0
jmoney.csv,1.0,0.67,0.25,0.48,0.21,0.0,0.29,0.44,0.32,0.49,0.16
mycila.csv,0.13,0.38,0.35,0.4,0.0,1.0,0.5,0.34,0.08,0.36,0.29
neodatis-odb.csv,0.29,0.29,0.94,0.21,0.0,0.0,0.21,0.33,0.41,0.23,0.58
servicestack.csv,0.5,0.76,0.51,0.53,0.2,0.22,0.65,0.41,1.0,0.41,0.56
sqlpower-library.csv,0.58,0.99,0.36,0.51,0.19,0.2,0.38,0.69,0.33,0.36,0.64
synecdoche.csv,0.46,0.42,0.18,0.46,0.16,0.32,0.42,0.47,0.18,0.98,0.46
tmva.csv,0.44,0.7,0.34,0.61,0.22,0.15,0.98,0.73,0.39,0.52,0.55
unicase.csv,0.49,0.67,0.32,0.56,0.16,0.21,0.71,1.0,0.29,0.45,0.51
