,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.73,0.41,0.62,0.6,0.5,0.7,0.68,0.43,0.7,0.88,0.66
gabel.csv,0.67,0.0,0.0,0.0,0.86,0.0,0.0,0.89,0.0,0.0,0.0
javaprofiler.csv,0.59,0.44,0.7,0.79,0.57,0.48,0.75,0.52,0.69,0.95,0.48
jmoney.csv,0.5,0.42,0.58,0.73,0.43,0.83,0.93,0.53,0.75,0.6,0.9
mycila.csv,0.9,0.78,0.77,0.92,0.95,0.9,0.98,0.99,0.88,0.9,0.81
neodatis-odb.csv,0.67,0.9,0.82,0.86,0.89,0.88,0.86,0.98,0.82,0.87,0.69
servicestack.csv,0.41,0.47,0.54,0.59,0.53,0.54,0.64,0.63,0.71,0.79,0.65
sqlpower-library.csv,0.39,0.42,0.65,0.59,0.59,0.75,0.78,0.54,0.73,0.67,0.56
synecdoche.csv,0.63,0.75,0.66,0.57,0.63,0.73,0.93,0.62,0.94,0.64,0.6
tmva.csv,0.52,0.4,0.45,0.45,0.39,0.59,0.52,0.43,0.64,0.52,0.54
unicase.csv,0.41,0.43,0.55,0.46,0.49,0.67,0.56,0.44,0.91,0.45,0.53
