,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.25,0.48,0.8,0.89,1.0,0.0,0.58,0.67
biodwh.csv,0.23,0.64,0.8,0.52,0.08,0.6,0.78,1.0
brlcad.csv,0.88,0.48,0.4,0.44,0.07,0.42,0.45,0.09
critterding.csv,0.04,0.46,1.0,0.49,0.07,0.35,0.36,0.29
jmri.csv,0.28,0.99,0.45,0.65,0.08,0.42,0.57,0.14
nabu-library.csv,0.28,0.49,0.45,0.53,0.13,0.42,0.99,0.15
popeye-chess.csv,0.25,0.51,0.56,0.97,0.07,0.39,0.73,0.13
yarp.csv,0.27,0.59,0.6,0.52,0.07,1.0,0.19,0.21
