,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.08,0.07,0.12,0.23,0.92,0.0,0.11,0.17
biodwh.csv,0.35,0.15,0.12,0.43,0.25,0.12,0.31,1.0
brlcad.csv,0.73,0.64,0.5,0.51,0.25,0.56,0.69,0.42
critterding.csv,0.03,0.31,0.97,0.63,0.58,0.24,0.4,0.75
jmri.csv,0.68,0.97,0.82,0.43,0.67,0.88,0.49,0.5
nabu-library.csv,0.76,0.74,0.85,0.54,0.75,0.64,1.0,0.75
popeye-chess.csv,0.68,0.6,0.53,0.94,0.33,0.52,0.43,0.5
yarp.csv,0.29,0.28,0.26,0.46,0.33,0.96,0.15,0.42
