,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.92,0.93,0.88,0.77,0.08,1.0,0.89,0.83
biodwh.csv,0.76,0.85,0.88,0.65,0.79,0.88,0.69,0.0
brlcad.csv,0.27,0.72,0.79,0.71,0.8,0.67,0.94,0.91
critterding.csv,1.0,0.77,0.03,0.64,0.79,0.81,0.96,0.4
jmri.csv,0.67,0.03,0.85,0.6,0.76,0.82,0.64,0.73
nabu-library.csv,0.69,0.74,0.87,0.6,0.49,0.68,0.01,0.79
popeye-chess.csv,0.75,0.65,0.58,0.06,0.77,0.71,0.59,0.74
yarp.csv,0.75,0.74,0.75,0.64,0.78,0.04,1.09,0.64
