,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.08,0.07,0.02,0.02,0.0,0.0,0.09,0.01
biodwh.csv,0.39,0.07,0.02,0.32,0.25,0.05,0.1,0.0
brlcad.csv,0.03,0.62,0.61,0.52,0.28,0.5,0.88,0.7
critterding.csv,0.23,0.33,0.0,0.52,0.67,0.29,0.75,0.31
jmri.csv,0.6,0.01,0.83,0.18,0.69,0.82,0.4,0.54
nabu-library.csv,0.65,0.69,0.85,0.39,0.43,0.58,0.01,0.75
popeye-chess.csv,0.67,0.52,0.34,0.02,0.39,0.53,0.17,0.55
yarp.csv,0.26,0.17,0.15,0.34,0.4,0.0,0.68,0.27
