,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.69,0.25,0.82,0.19,0.79,0.45,0.63,0.64,0.85,0.5
gamestone.csv,0.09,0.88,0.2,0.48,0.14,0.0,0.0,0.04,0.0,0.04
gbif-providertoolkit.csv,0.57,0.25,0.27,0.23,0.79,0.8,0.89,0.76,0.15,0.73
heekscad.csv,0.78,0.62,0.59,0.58,0.79,0.43,0.74,0.6,1.0,0.79
igarden.csv,0.51,0.25,0.34,0.68,0.5,0.41,0.26,0.32,1.0,0.35
levent.csv,0.43,0.12,0.04,0.0,0.79,0.71,0.63,0.08,0.0,0.04
owlapi.csv,0.71,0.0,0.38,0.16,0.71,0.59,0.84,0.76,0.69,0.62
pnotepad.csv,0.61,0.88,0.88,1.0,0.86,0.63,0.63,0.64,1.0,0.83
quark.csv,0.51,0.25,0.5,0.1,0.36,0.02,0.03,0.28,0.85,0.29
xcsoar.csv,0.69,0.25,0.68,0.65,0.64,0.51,0.39,0.48,1.0,0.21
