,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.49,0.23,0.58,0.33,0.79,0.3,0.32,0.33,0.54,0.2
gamestone.csv,0.0,0.15,0.17,0.4,0.13,0.0,0.0,0.21,0.12,0.1
gbif-providertoolkit.csv,0.89,0.75,0.59,0.32,0.27,0.87,0.92,0.49,0.35,1.0
heekscad.csv,0.3,0.25,0.24,0.31,0.51,0.17,0.41,0.4,0.56,0.6
igarden.csv,0.13,0.25,0.14,0.42,0.39,0.22,0.16,0.35,0.87,0.1
levent.csv,0.15,0.0,0.0,0.01,0.7,0.3,0.39,0.0,0.0,0.0
owlapi.csv,0.87,0.31,0.39,0.15,0.69,0.39,0.86,0.23,0.5,0.6
pnotepad.csv,0.17,0.48,0.7,0.96,0.9,0.48,0.47,0.84,1.0,0.0
quark.csv,0.17,0.08,0.17,0.08,0.15,0.0,0.0,0.11,0.23,0.1
xcsoar.csv,0.23,0.1,0.27,0.56,0.31,0.35,0.28,0.34,1.0,0.0
