,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,1.0,17.0,1.0,0.0,0.0,1.0,68.0,1.0,6.0,20.0,4.0,1.0,0.0
codepurge.csv,13.0,21.0,0.0,0.0,1.0,6.0,26.0,1.0,8.0,13.0,0.0,1.0,0.0
crisscross.csv,2.0,0.0,0.0,0.0,1.0,1.0,68.0,0.0,7.0,7.0,11.0,3.0,0.0
elvishrayrenderer.csv,0.0,5.0,2.0,1.0,0.0,0.0,25.0,8.0,6.0,29.0,14.0,2.0,0.0
gwanted.csv,0.0,7.0,0.0,1.0,0.0,57.0,16.0,5.0,1.0,0.0,168.0,130.0,0.0
jitterbit.csv,11.0,11.0,0.0,0.0,3.0,0.0,16.0,0.0,9.0,13.0,9.0,5.0,0.0
ldview.csv,16.0,13.0,0.0,0.0,0.0,0.0,14.0,2.0,10.0,7.0,19.0,4.0,0.0
libopenmetaverse.csv,5.0,17.0,0.0,0.0,0.0,0.0,32.0,5.0,15.0,22.0,18.0,3.0,0.0
mb-unit.csv,10.0,16.0,0.0,1.0,0.0,0.0,28.0,21.0,8.0,10.0,46.0,2.0,0.0
mvdsv.csv,56.0,120.0,0.0,0.0,89.0,0.0,0.0,0.0,126.0,163.0,168.0,130.0,1.0
nova.csv,0.0,16.0,0.0,0.0,0.0,0.0,68.0,1.0,9.0,20.0,12.0,3.0,0.0
olex2.csv,5.0,12.0,0.0,3.0,0.0,1.0,4.0,20.0,3.0,1.0,3.0,0.0,0.0
tolven.csv,2.0,1.0,0.0,1.0,0.0,0.0,68.0,1.0,0.0,2.0,1.0,2.0,0.0
