,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.8,0.63,0.99,0.95,0.59,0.94,0.94,0.81,0.96,0.97,0.94,0.94,0.82
codepurge.csv,0.51,0.8,0.86,0.62,0.86,0.6,0.46,0.93,0.47,0.67,0.95,0.65,0.5
crisscross.csv,0.88,0.85,0.86,0.52,0.92,0.72,0.62,0.63,0.53,0.69,0.77,0.57,0.82
elvishrayrenderer.csv,0.92,0.49,0.45,0.36,0.54,0.57,0.36,0.41,0.35,0.46,0.69,0.48,0.44
gwanted.csv,0.0,0.92,0.66,0.89,0.67,0.0,0.83,0.43,0.94,0.96,0.0,0.0,0.0
jitterbit.csv,0.89,0.63,0.84,0.46,0.83,0.51,0.38,0.72,0.46,0.62,0.95,0.62,0.5
ldview.csv,0.9,0.96,0.7,0.45,0.91,0.7,0.5,0.65,0.48,0.74,0.91,0.74,0.61
libopenmetaverse.csv,0.75,0.49,0.49,0.54,0.45,0.48,0.58,0.51,0.53,0.47,0.48,0.41,0.47
mb-unit.csv,0.52,0.45,0.45,0.52,0.44,0.57,0.38,0.44,0.39,0.44,0.43,0.37,0.37
mvdsv.csv,0.0,0.0,0.0,0.67,0.0,0.0,0.83,0.5,0.0,0.0,0.0,0.0,0.67
nova.csv,0.75,0.62,0.69,0.74,0.61,0.85,0.65,0.55,0.7,0.61,0.54,0.6,0.54
olex2.csv,0.86,0.63,0.7,0.45,0.57,0.46,0.9,0.49,0.71,0.53,0.73,0.53,0.38
tolven.csv,0.67,0.93,0.96,0.89,0.0,0.8,0.8,0.99,0.65,0.93,0.8,0.92,0.8
