,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.66,0.8,0.09,0.64,0.78,0.71,0.8,0.81,0.92,0.7,0.71,0.71,0.54
avisynth2.csv,0.95,0.96,1.0,1.0,1.0,0.98,0.93,1.0,0.0,0.99,1.0,1.0,1.0
beast-mcmc.csv,0.05,0.64,0.72,0.94,0.72,0.6,0.58,0.46,0.48,0.67,0.63,0.61,0.56
dataobjectsdotnet.csv,0.74,0.83,0.88,0.6,0.79,0.7,0.71,0.82,0.24,0.05,0.8,0.7,1.0
exist.csv,0.54,0.8,0.91,1.08,0.7,0.04,0.69,0.59,1.02,0.72,0.86,0.86,0.83
foursquared.csv,0.64,0.89,0.84,1.01,1.0,0.85,0.78,0.0,0.67,0.86,0.93,0.83,0.76
jaxlib.csv,0.91,0.94,0.85,0.0,1.0,0.98,0.83,0.88,1.0,0.97,0.9,1.0,0.77
jrefactory.csv,0.8,0.02,0.91,1.25,0.63,0.68,0.83,0.8,1.0,0.66,0.8,0.99,0.66
nodal.csv,0.77,0.77,0.77,1.17,0.0,0.63,0.67,0.54,1.0,0.66,0.89,0.65,0.94
opendvr.csv,0.78,0.87,0.69,0.94,0.85,0.73,0.92,0.83,0.94,0.89,0.91,0.05,0.91
pokenetonline.csv,0.62,0.75,0.67,1.04,0.75,0.77,0.04,0.55,0.93,0.72,0.68,0.66,0.62
simplewebservices.csv,0.41,0.66,0.52,1.23,0.57,0.54,0.83,0.62,1.06,0.69,0.06,0.57,0.66
uface.csv,0.82,0.79,0.96,0.85,0.73,0.88,0.69,0.85,0.97,0.85,0.82,1.0,0.0
