,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.34,0.45,0.04,0.4,0.25,0.55,0.36,0.17,0.63,0.5,0.39,0.66,0.17
avisynth2.csv,0.01,0.08,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0
beast-mcmc.csv,0.0,0.37,0.56,0.79,0.19,0.56,0.44,0.39,0.48,0.24,0.11,0.28,0.15
dataobjectsdotnet.csv,0.19,0.47,0.17,0.33,0.11,0.59,0.48,0.2,0.24,0.0,0.2,0.3,0.41
exist.csv,0.22,0.29,0.15,0.42,0.25,0.02,0.16,0.41,0.18,0.32,0.09,0.26,0.06
foursquared.csv,0.05,0.13,0.08,0.1,0.02,0.06,0.2,0.0,0.03,0.09,0.06,0.13,0.0
jaxlib.csv,0.01,0.03,0.04,0.0,0.0,0.04,0.0,0.02,0.02,0.01,0.09,0.04,0.06
jrefactory.csv,0.43,0.0,0.56,0.75,0.29,0.39,0.32,0.28,0.08,0.48,0.65,0.4,0.5
nodal.csv,0.15,0.34,0.19,0.6,0.0,0.28,0.04,0.28,0.1,0.27,0.16,0.15,0.04
opendvr.csv,0.73,0.87,0.54,0.94,0.84,0.67,0.92,0.7,0.94,0.87,0.89,0.0,0.78
pokenetonline.csv,0.56,0.55,0.46,0.92,0.57,0.76,0.04,0.52,0.87,0.54,0.33,0.28,0.09
simplewebservices.csv,0.32,0.29,0.19,0.71,0.51,0.44,0.8,0.52,0.82,0.53,0.01,0.26,0.26
uface.csv,0.8,0.68,0.96,0.85,0.68,0.88,0.68,0.85,0.97,0.77,0.81,1.0,0.0
