,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,6.0,1.0,0.0,5.0,4.0,6.0,0.0,4.0,37.0,0.0,0.0,0.0,2.0
avisynth2.csv,1.0,0.0,107.0,49.0,85.0,1.0,0.0,69.0,0.0,4.0,240.0,74.0,161.0
beast-mcmc.csv,0.0,0.0,1.0,21.0,0.0,2.0,3.0,0.0,11.0,5.0,0.0,1.0,5.0
dataobjectsdotnet.csv,8.0,0.0,0.0,6.0,3.0,10.0,2.0,1.0,8.0,0.0,0.0,4.0,0.0
exist.csv,1.0,2.0,1.0,49.0,1.0,0.0,0.0,5.0,64.0,7.0,2.0,2.0,0.0
foursquared.csv,0.0,0.0,0.0,49.0,85.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
jaxlib.csv,0.0,0.0,0.0,0.0,85.0,3.0,0.0,0.0,64.0,0.0,1.0,74.0,2.0
jrefactory.csv,13.0,0.0,0.0,49.0,7.0,2.0,2.0,11.0,64.0,0.0,0.0,5.0,11.0
nodal.csv,13.0,4.0,0.0,49.0,0.0,7.0,0.0,3.0,64.0,0.0,2.0,2.0,0.0
opendvr.csv,7.0,0.0,2.0,22.0,1.0,7.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0
pokenetonline.csv,5.0,0.0,1.0,21.0,6.0,7.0,0.0,0.0,38.0,2.0,0.0,0.0,1.0
simplewebservices.csv,8.0,0.0,1.0,49.0,0.0,3.0,0.0,5.0,34.0,1.0,0.0,0.0,10.0
uface.csv,2.0,2.0,1.0,24.0,1.0,9.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
