,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.33,0.5,0.96,0.05,0.27,0.57,0.65,0.38,0.02,0.44,0.43,0.31,0.85
avisynth2.csv,0.6,0.4,0.0,0.0,0.0,0.67,1.0,0.0,1.0,0.29,0.0,0.0,0.0
beast-mcmc.csv,1.0,0.63,0.55,0.03,0.37,0.65,0.77,0.5,0.09,0.55,0.72,0.4,0.86
dataobjectsdotnet.csv,0.37,0.47,0.5,0.06,0.42,0.58,0.71,0.36,0.17,1.0,0.44,0.33,0.29
exist.csv,0.46,0.54,0.46,0.0,0.33,0.98,0.83,0.42,0.0,0.47,0.52,0.22,0.86
foursquared.csv,0.75,0.55,0.71,0.0,0.0,0.77,0.75,1.0,0.33,0.55,0.47,0.36,1.0
jaxlib.csv,0.86,0.75,0.82,1.0,0.0,0.4,1.0,0.75,0.0,0.71,0.43,0.0,0.89
jrefactory.csv,0.22,1.0,0.39,0.0,0.36,0.6,0.64,0.32,0.0,0.47,0.37,0.09,0.7
nodal.csv,0.37,0.55,0.62,0.0,1.0,0.67,0.95,0.5,0.0,0.53,0.36,0.5,0.78
opendvr.csv,0.27,0.58,0.57,0.04,0.28,0.58,0.71,0.29,0.05,0.42,0.4,1.0,0.57
pokenetonline.csv,0.33,0.54,0.58,0.02,0.25,0.61,0.98,0.45,0.04,0.43,0.47,0.38,0.89
simplewebservices.csv,0.47,0.66,0.78,0.0,0.35,0.67,0.7,0.4,0.02,0.45,0.98,0.44,0.75
uface.csv,0.28,0.54,0.55,0.05,0.28,0.58,0.76,0.38,0.05,0.39,0.43,0.29,1.0
