,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.47,0.36,0.93,0.52,0.3,0.53,0.32,0.25,0.34,0.51,0.44,0.59,0.52
avisynth2.csv,0.06,0.05,0.0,0.0,0.0,0.02,0.09,0.0,1.0,0.01,0.0,0.0,0.0
beast-mcmc.csv,0.96,0.5,0.52,0.39,0.34,0.69,0.61,0.72,0.84,0.41,0.43,0.49,0.51
dataobjectsdotnet.csv,0.33,0.34,0.16,0.53,0.26,0.56,0.49,0.25,0.94,0.96,0.26,0.4,0.1
exist.csv,0.54,0.29,0.12,0.0,0.39,0.96,0.38,0.58,0.0,0.4,0.17,0.21,0.21
foursquared.csv,0.41,0.14,0.2,0.0,0.0,0.18,0.29,1.0,0.38,0.18,0.09,0.21,0.28
jaxlib.csv,0.11,0.07,0.18,1.0,0.0,0.02,0.2,0.15,0.0,0.04,0.12,0.0,0.27
jrefactory.csv,0.35,0.98,0.3,0.0,0.47,0.47,0.27,0.29,0.0,0.54,0.48,0.11,0.55
nodal.csv,0.28,0.35,0.29,0.0,1.0,0.48,0.38,0.57,0.0,0.44,0.16,0.41,0.07
opendvr.csv,0.54,0.41,0.54,0.24,0.47,0.58,0.3,0.47,0.24,0.4,0.36,0.96,0.41
pokenetonline.csv,0.65,0.48,0.52,0.24,0.5,0.58,0.99,0.72,0.37,0.51,0.44,0.45,0.44
simplewebservices.csv,0.73,0.45,0.56,0.0,0.67,0.65,0.49,0.62,0.28,0.53,0.95,0.53,0.44
uface.csv,0.52,0.52,0.17,0.47,0.59,0.4,0.65,0.47,0.13,0.47,0.51,0.0,1.0
