,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.56,0.56,0.61,0.55,0.68,0.54,0.77,0.92,0.57,0.55,0.6,0.63,0.56
avisynth2.csv,0.8,0.8,0.0,0.0,0.67,0.67,0.75,0.0,0.67,0.86,0.0,0.0,0.0
beast-mcmc.csv,0.71,0.47,0.62,0.36,0.74,0.4,0.46,0.42,0.48,0.57,0.75,0.56,0.57
dataobjectsdotnet.csv,0.92,0.65,0.94,0.59,0.92,0.5,0.51,0.93,0.78,0.66,0.98,0.54,0.97
exist.csv,0.61,0.67,0.92,0.5,0.58,0.45,0.62,0.45,0.91,0.53,0.96,0.56,0.91
foursquared.csv,0.97,0.91,0.93,0.8,0.0,0.95,0.8,0.58,0.67,0.97,0.93,0.73,0.88
jaxlib.csv,0.86,0.75,0.91,0.5,0.0,0.8,0.9,0.75,0.0,0.86,0.96,0.5,0.82
jrefactory.csv,0.61,0.54,0.82,0.36,0.75,0.57,0.82,0.79,0.8,0.69,0.53,0.96,0.54
nodal.csv,0.98,0.45,0.92,0.38,0.74,0.58,0.71,0.5,0.83,0.5,0.94,0.94,0.89
opendvr.csv,0.4,0.41,0.6,0.32,0.38,0.45,0.35,0.47,0.38,0.46,0.37,0.81,0.6
pokenetonline.csv,0.39,0.43,0.62,0.29,0.4,0.37,0.38,0.36,0.45,0.42,0.53,0.62,0.53
simplewebservices.csv,0.5,0.59,0.85,0.41,0.41,0.46,0.37,0.45,0.48,0.52,0.59,0.92,0.61
uface.csv,0.37,0.47,0.47,0.35,0.37,0.36,0.39,0.3,0.41,0.46,0.35,0.44,0.38
