,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.44,0.33,0.92,0.5,0.26,0.55,0.28,0.21,0.33,0.51,0.41,0.73,0.48
avisynth2.csv,0.05,0.04,0.0,0.0,0.0,0.02,0.07,0.0,1.0,0.01,0.0,0.0,0.0
beast-mcmc.csv,0.95,0.47,0.55,0.5,0.3,0.81,0.62,0.75,1.0,0.37,0.38,0.45,0.46
dataobjectsdotnet.csv,0.29,0.31,0.13,0.5,0.22,0.62,0.48,0.21,1.0,0.95,0.22,0.36,0.08
exist.csv,0.5,0.25,0.1,0.0,0.35,0.96,0.33,0.58,0.0,0.36,0.14,0.18,0.18
foursquared.csv,0.36,0.12,0.17,0.0,0.0,0.15,0.25,1.0,0.33,0.15,0.07,0.18,0.24
jaxlib.csv,0.09,0.06,0.15,1.0,0.0,0.02,0.17,0.12,0.0,0.03,0.1,0.0,0.23
jrefactory.csv,0.32,0.98,0.28,0.0,0.43,0.45,0.23,0.25,0.0,0.55,0.53,0.09,0.57
nodal.csv,0.24,0.31,0.25,0.0,1.0,0.44,0.33,0.54,0.0,0.4,0.13,0.36,0.06
opendvr.csv,0.73,0.9,0.57,1.0,0.91,0.71,0.92,0.54,1.0,0.83,0.85,0.95,0.52
pokenetonline.csv,0.74,0.49,0.52,0.5,0.52,0.9,1.0,0.83,0.67,0.52,0.41,0.41,0.39
simplewebservices.csv,0.74,0.41,0.52,0.0,0.74,0.68,0.78,0.67,0.33,0.55,0.94,0.5,0.4
uface.csv,0.85,0.61,0.95,1.0,0.74,0.94,0.88,1.0,1.0,0.64,0.87,1.0,1.0
