,recall,precision,pf,pci_20,ifa,wins
amanda.csv,0.42500000000000004,0.515,0.345,0.625,0.0,12
arsenal-1.csv,0.045,0.45,0.065,0.8049999999999999,2.5,4
bnetd.csv,0.855,0.5349999999999999,0.835,0.385,0.0,8
cascading.csv,0.495,0.56,0.43,0.56,0.0,13
fm-classic.csv,0.125,0.665,0.07500000000000001,0.86,1.0,15
free-evolution.csv,0.63,0.5449999999999999,0.44499999999999995,0.39,2.5,3
gnome-jabber.csv,0.615,0.585,0.53,0.43,1.0,6
guineu.csv,0.395,0.55,0.41500000000000004,0.695,1.0,11
ipfilter.csv,0.825,0.41000000000000003,0.855,0.455,1.5,2
jruby.csv,0.425,0.41500000000000004,0.365,0.52,2.5,0
l2j.csv,0.595,0.64,0.375,0.47,0.5,14
libmesh.csv,0.19,0.465,0.275,0.885,1.0,10
mvdsv.csv,0.025,0.5,0.01,0.75,1.0,9
stajistics.csv,0.715,0.515,0.635,0.43,1.5,5
twostep.csv,0.725,0.5700000000000001,0.545,0.405,1.0,7
x4x.csv,0.65,0.48,0.6950000000000001,0.455,2.5,1
