,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.83,0.52,0.46,0.39,0.6,0.94,0.65,0.71,0.54,0.9,0.0,0.53,0.67,0.68,0.59,0.75
arsenal-1.csv,0.9,0.88,0.88,0.52,0.5,0.78,0.5,0.5,0.83,0.88,0.0,0.83,0.86,0.76,0.86,0.0
bnetd.csv,0.32,0.38,0.38,0.36,0.33,0.3,0.43,0.38,0.41,0.41,0.38,0.49,0.39,0.39,0.48,0.5
cascading.csv,0.55,0.67,0.41,0.36,0.41,0.35,0.57,0.47,0.42,0.91,0.5,0.58,0.92,0.84,0.57,0.57
fm-classic.csv,0.9,0.86,0.89,0.86,0.83,0.88,0.88,0.8,0.92,0.75,0.67,0.5,0.56,0.94,0.92,0.68
free-evolution.csv,0.37,0.3,0.34,0.33,0.38,0.89,0.5,0.52,0.39,0.33,0.52,0.56,0.37,0.55,0.41,0.39
gnome-jabber.csv,0.43,0.43,0.39,0.8,0.34,0.32,0.42,0.38,0.44,0.41,0.47,0.47,0.36,0.53,0.68,0.44
guineu.csv,0.49,0.83,0.76,0.67,0.68,0.53,0.67,0.94,0.96,0.82,0.52,0.7,0.62,0.96,0.69,0.89
ipfilter.csv,0.46,0.4,0.56,0.43,0.4,0.3,0.78,0.54,0.43,0.42,0.53,0.58,0.45,0.42,0.5,0.59
jruby.csv,0.67,0.38,0.0,0.42,0.38,0.56,0.0,0.93,0.45,0.53,0.51,0.92,0.37,0.91,0.54,0.61
l2j.csv,0.38,0.41,0.33,0.89,0.8,0.34,0.47,0.41,0.63,0.46,0.5,0.45,0.67,0.47,0.54,0.56
libmesh.csv,0.96,0.94,0.97,0.67,0.88,0.8,0.85,0.9,0.96,0.0,0.0,0.98,0.0,0.82,0.94,0.89
mvdsv.csv,0.0,0.0,0.88,0.0,0.88,0.0,0.8,0.75,0.91,0.0,0.75,0.75,0.67,0.0,0.86,0.75
stajistics.csv,0.32,0.36,0.45,0.34,0.38,0.33,0.59,0.75,0.44,0.34,0.52,0.54,0.37,0.43,0.43,0.45
twostep.csv,0.3,0.33,0.37,0.36,0.31,0.45,0.4,0.47,0.41,0.45,0.33,0.47,0.36,0.43,0.45,0.43
x4x.csv,0.51,0.43,0.41,0.56,0.35,0.37,0.44,0.5,0.46,0.65,0.74,0.45,0.36,0.45,0.46,0.76
