,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.42,0.74,0.77,0.44,0.27,0.06,0.59,0.33,0.8,0.14,1.0,0.26,0.67,0.75,0.85,0.25
arsenal-1.csv,0.4,0.88,0.25,0.72,0.0,0.0,1.0,0.5,0.5,0.38,0.0,0.17,1.0,0.81,0.95,0.0
bnetd.csv,0.3,0.77,0.49,0.58,0.12,0.04,0.83,0.23,0.79,0.36,0.97,0.27,0.9,0.72,0.87,0.28
cascading.csv,0.38,1.0,0.47,0.48,0.15,0.06,0.74,0.28,0.87,0.64,1.0,0.28,0.75,0.79,0.86,0.37
fm-classic.csv,0.3,0.43,0.78,0.71,0.0,0.38,0.62,0.4,0.83,0.75,1.0,1.0,1.0,0.62,1.0,0.43
free-evolution.csv,0.31,0.85,0.57,0.52,0.09,0.0,0.68,0.22,0.8,0.52,0.95,0.34,0.71,0.82,0.89,0.37
gnome-jabber.csv,0.32,0.89,0.55,0.8,0.1,0.05,0.62,0.26,0.82,0.46,0.98,0.26,0.68,0.67,0.84,0.3
guineu.csv,0.49,1.0,0.37,0.43,0.05,0.06,0.38,0.4,0.79,0.73,0.95,0.21,0.65,0.87,0.97,0.61
ipfilter.csv,0.28,0.79,0.45,0.48,0.06,0.04,0.35,0.37,0.77,0.37,0.95,0.19,0.96,0.71,0.86,0.23
jruby.csv,0.33,0.86,0.0,0.54,0.09,0.04,0.0,0.29,0.78,0.27,0.96,0.5,0.71,0.89,0.88,0.27
l2j.csv,0.38,0.74,0.6,0.56,0.4,0.05,0.68,0.19,0.75,0.71,0.95,0.32,0.73,0.87,0.85,0.28
libmesh.csv,0.17,0.62,0.38,0.67,0.0,0.2,0.39,0.55,0.62,1.0,0.0,0.2,1.0,0.54,0.94,0.2
mvdsv.csv,0.0,0.0,0.94,0.0,0.75,0.0,0.8,0.25,0.82,0.0,1.0,0.0,1.0,1.0,0.86,0.0
stajistics.csv,0.29,0.79,0.43,0.53,0.09,0.02,0.53,0.4,0.81,0.48,0.95,0.22,0.71,0.75,0.88,0.5
twostep.csv,0.32,0.78,0.58,0.47,0.09,0.05,0.56,0.34,0.85,0.76,0.96,0.33,0.76,0.74,0.86,0.37
x4x.csv,0.37,0.86,0.46,0.5,0.15,0.02,0.58,0.21,0.77,0.23,0.91,0.24,0.61,0.73,0.87,0.3
