,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.24,0.67,0.18,0.97,0.17,0.25,0.2,0.3,0.64,0.56,0.0,0.39,0.05,0.43,0.79,0.52
arsenal-1.csv,0.1,0.08,0.1,0.23,0.03,0.26,0.0,0.02,0.09,0.11,0.0,0.05,0.0,0.14,0.05,0.01
bnetd.csv,0.98,0.92,0.75,0.45,0.71,1.0,0.17,0.78,0.91,1.0,0.2,0.46,0.16,0.99,0.89,0.9
cascading.csv,0.31,0.0,0.97,0.84,0.52,0.71,0.17,0.57,0.42,0.09,0.0,0.44,0.16,0.12,0.74,0.46
fm-classic.csv,0.12,0.33,0.03,0.06,0.1,0.07,0.09,0.2,0.12,0.02,0.0,0.0,0.0,0.08,0.0,0.23
free-evolution.csv,0.62,0.42,0.4,0.71,1.0,0.13,0.26,0.39,0.61,0.51,1.0,0.37,1.0,0.22,0.47,0.42
gnome-jabber.csv,0.52,0.25,0.37,0.03,0.83,0.78,0.6,0.54,0.48,0.44,0.2,0.54,0.79,0.66,0.32,0.8
guineu.csv,0.31,0.0,0.62,0.39,0.56,0.44,0.8,0.46,0.15,0.07,1.0,0.65,0.68,0.04,0.05,0.1
ipfilter.csv,0.67,0.75,0.73,0.74,0.97,1.0,0.69,0.87,0.91,1.0,1.0,0.78,0.11,0.95,0.95,0.84
jruby.csv,0.28,0.33,0.0,0.35,1.0,0.38,0.0,0.22,0.73,0.8,0.8,0.06,1.0,0.07,0.63,0.43
l2j.csv,0.66,0.75,0.38,0.13,0.1,0.78,0.31,0.57,0.52,0.16,0.2,0.38,0.21,0.3,0.37,0.71
libmesh.csv,0.33,0.5,0.4,0.03,0.13,0.06,0.57,0.28,0.27,0.0,0.0,0.31,0.0,0.51,0.05,0.54
mvdsv.csv,0.0,0.0,0.02,0.0,0.03,0.0,0.03,0.07,0.06,0.0,0.0,0.04,0.0,0.0,0.05,0.06
stajistics.csv,0.76,0.58,0.95,0.58,1.0,0.79,0.66,0.52,0.55,0.58,1.0,0.84,1.0,0.61,0.47,0.32
twostep.csv,0.86,0.83,0.45,1.0,0.65,0.53,0.63,0.54,0.52,0.16,0.4,0.31,0.53,0.55,0.95,0.7
x4x.csv,0.38,0.42,0.98,0.55,0.54,0.66,0.54,0.48,0.88,0.73,0.8,1.0,0.89,0.8,0.95,0.38
