,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.66,0.81,0.34,0.97,0.38,0.71,0.77,0.79,0.69,1.01,0.99,0.67,0.96,0.66,0.85,0.8
arsenal-1.csv,0.85,0.84,0.97,0.4,1.0,1.03,0.95,0.96,0.98,0.89,1.0,0.97,0.85,0.77,0.84,1.0
bnetd.csv,0.98,0.93,0.77,0.54,0.71,1.0,0.31,0.97,0.91,1.0,0.69,0.65,0.42,0.99,0.9,0.92
cascading.csv,0.66,0.64,0.97,0.85,0.52,0.71,0.59,0.84,0.48,0.74,0.98,0.63,0.82,0.83,0.8,0.59
fm-classic.csv,0.89,0.99,0.87,0.82,1.0,0.07,0.88,0.79,0.84,0.88,0.97,0.94,0.61,0.95,0.9,0.64
free-evolution.csv,0.73,0.53,0.55,0.72,1.0,1.01,0.57,0.9,0.69,0.51,1.0,0.52,1.0,0.65,0.64,0.6
gnome-jabber.csv,0.69,0.48,0.6,0.85,0.83,0.78,0.61,0.85,0.62,0.56,0.43,0.67,0.85,0.81,0.82,0.82
guineu.csv,0.46,0.86,0.84,0.77,0.87,0.55,0.98,0.65,0.85,0.7,1.0,0.78,0.83,0.9,0.78,0.64
ipfilter.csv,0.79,0.78,0.8,0.77,1.02,1.0,0.96,0.88,0.92,1.0,1.0,0.88,0.11,0.95,0.96,0.95
jruby.csv,0.75,0.52,1.0,0.63,1.0,0.77,1.0,0.87,0.77,0.94,0.8,0.82,1.0,0.79,0.71,0.77
l2j.csv,0.67,0.85,0.52,0.82,0.35,0.78,0.52,0.95,0.77,0.38,0.82,0.57,0.79,0.37,0.78,0.8
libmesh.csv,0.91,0.91,0.82,0.93,1.01,0.67,0.88,0.48,0.91,0.96,1.0,0.82,0.98,0.92,0.88,0.88
mvdsv.csv,1.0,1.0,0.71,1.0,0.03,1.0,0.9,0.96,0.93,1.0,0.96,1.0,0.93,0.99,0.95,1.0
stajistics.csv,0.82,0.7,0.97,0.64,1.0,1.04,0.74,0.65,0.64,0.58,1.0,0.88,1.0,0.68,0.67,0.42
twostep.csv,0.87,0.85,0.52,1.0,0.73,0.63,0.69,0.74,0.55,0.22,0.67,0.6,0.61,0.68,0.95,0.7
x4x.csv,0.63,0.48,0.98,0.66,0.54,0.94,0.64,0.91,0.9,0.96,0.97,1.0,0.99,0.82,0.95,0.74
