,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.31,0.55,0.42,0.54,0.66,0.32,0.05,0.72,0.81,0.4,0.12,0.57,0.94,0.54,0.83,0.34,0.63
arm-webradio.csv,0.63,0.55,0.58,0.72,0.91,0.38,0.24,0.61,0.69,0.87,0.12,0.51,0.38,1.0,0.58,0.77,1.0
bwapi.csv,0.8,0.64,1.0,0.76,0.75,1.0,0.9,0.44,0.39,0.93,1.0,0.65,0.69,0.96,0.61,0.99,0.86
co-ode-owl-plugins.csv,0.57,1.0,0.58,0.61,0.86,0.25,0.19,0.94,0.78,0.8,0.12,0.47,0.51,0.81,0.72,0.97,1.0
firebreath.csv,0.6,0.91,0.5,0.7,0.66,0.92,0.57,0.44,0.46,0.73,0.94,0.88,0.91,0.58,0.5,0.17,0.86
frogatto.csv,0.43,0.45,0.83,0.63,0.64,0.62,0.71,0.28,0.24,0.47,0.31,0.57,0.59,0.92,0.92,0.3,0.49
gretl.csv,0.77,0.64,0.92,0.85,0.89,0.72,0.71,0.94,0.76,0.8,0.5,0.99,0.83,0.96,0.86,0.77,0.77
jasperreports.csv,0.63,0.09,0.25,0.11,0.09,0.13,0.33,0.72,0.09,0.53,0.06,0.07,0.07,0.92,0.22,0.03,0.0
konversation.csv,0.26,0.36,0.92,0.17,0.18,0.0,0.19,0.33,0.07,0.6,0.0,0.43,0.45,0.35,0.47,0.08,0.31
linuxsh.csv,0.51,0.91,0.42,0.5,0.8,0.42,0.67,0.06,0.78,0.53,0.75,0.48,0.43,0.08,0.78,0.8,0.51
moviesandbox.csv,0.54,0.64,0.58,0.54,0.98,0.3,0.05,0.28,0.5,0.8,0.06,0.33,0.25,0.62,0.5,0.39,0.4
ontomorphtab.csv,1.0,0.91,0.83,0.65,0.66,0.83,0.43,0.28,0.78,0.73,0.31,0.97,0.99,0.96,0.44,0.72,0.71
opengs.csv,0.34,0.18,0.58,0.54,0.59,0.2,0.05,0.17,1.0,0.6,0.12,0.39,0.27,0.62,0.47,0.19,0.51
scite-ru.csv,0.86,0.73,0.75,0.83,0.86,0.62,0.81,0.78,0.96,0.93,0.31,0.59,0.51,1.0,0.86,0.6,0.97
tokratan.csv,0.2,0.0,0.17,0.39,0.05,0.18,0.48,0.06,0.09,0.93,0.75,0.64,0.47,0.31,0.06,0.01,0.2
vrjuggler.csv,0.34,0.09,0.42,0.15,0.23,0.08,0.24,0.5,0.19,0.2,0.88,0.12,0.19,0.19,0.44,0.06,0.23
xuggle.csv,0.46,1.0,0.75,0.83,0.73,0.58,0.62,0.61,0.85,0.53,0.0,0.79,0.9,0.35,0.67,0.72,0.43
