,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.71,0.52,0.65,0.61,0.47,0.72,0.94,0.53,0.36,0.55,0.57,0.41,0.53,0.56,0.46,0.62,0.71
arm-webradio.csv,0.58,0.76,0.76,0.63,0.42,0.65,0.92,0.94,0.47,0.62,0.92,0.63,0.61,0.46,0.51,0.54,0.71
bwapi.csv,0.42,0.45,0.43,0.5,0.41,0.41,0.33,0.39,0.59,0.49,0.36,0.37,0.35,0.45,0.45,0.54,0.59
co-ode-owl-plugins.csv,0.43,0.5,0.63,0.73,0.39,0.79,0.75,0.94,0.52,0.44,0.79,0.48,0.53,0.47,0.5,0.47,0.56
firebreath.csv,0.6,0.47,0.65,0.63,0.4,0.62,0.46,0.47,0.54,0.47,0.39,0.49,0.49,0.52,0.59,0.81,0.6
frogatto.csv,0.56,0.48,0.49,0.6,0.46,0.42,0.39,0.49,0.63,0.63,0.52,0.45,0.51,0.55,0.53,0.52,0.58
gretl.csv,0.49,0.38,0.41,0.53,0.4,0.44,0.42,0.41,0.44,0.45,0.49,0.44,0.44,0.47,0.42,0.55,0.57
jasperreports.csv,0.57,0.92,0.91,0.97,0.91,0.97,0.55,0.61,0.9,0.5,0.0,0.93,0.91,0.96,0.93,0.8,0.89
konversation.csv,0.95,0.96,0.91,0.96,0.82,0.67,0.95,0.94,0.94,0.75,0.83,0.86,0.85,0.98,0.74,0.9,0.73
linuxsh.csv,0.62,0.9,0.69,0.66,0.46,0.65,0.39,0.95,0.39,0.61,0.56,0.73,0.88,0.66,0.52,0.56,0.88
moviesandbox.csv,0.59,0.7,0.57,0.67,0.48,0.71,0.0,0.94,0.67,0.49,0.83,0.63,0.75,0.58,0.65,0.63,0.78
ontomorphtab.csv,0.44,0.44,0.46,0.58,0.42,0.45,0.52,0.46,0.38,0.45,0.52,0.45,0.44,0.41,0.52,0.54,0.58
opengs.csv,0.62,0.53,0.73,0.65,0.42,0.85,0.0,0.91,0.63,0.61,0.9,0.46,0.64,0.56,0.5,0.85,0.39
scite-ru.csv,0.42,0.47,0.61,0.6,0.4,0.49,0.65,0.77,0.42,0.43,0.7,0.43,0.55,0.46,0.45,0.55,0.6
tokratan.csv,0.82,0.0,0.69,0.8,0.75,0.96,0.48,0.61,0.91,0.93,0.45,0.62,0.68,0.94,0.8,0.0,0.88
vrjuggler.csv,0.81,0.85,0.93,0.98,0.87,0.92,0.72,0.9,0.88,0.96,0.88,0.94,0.75,0.8,0.77,0.89,0.93
xuggle.csv,0.77,0.47,0.47,0.97,0.38,0.54,0.4,0.52,0.5,0.64,0.0,0.52,0.49,0.57,0.5,0.58,0.76
