,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.29,0.69,0.23,0.41,0.57,0.29,0.31,0.41,0.68,0.49,0.36,0.43,0.09,0.24,0.82,0.81,0.48
arm-webradio.csv,0.52,0.35,0.11,0.35,0.77,0.27,0.13,0.05,0.69,0.53,0.19,0.43,0.44,0.99,0.48,0.75,0.0
bwapi.csv,0.57,0.64,0.99,0.76,0.8,1.0,0.73,0.74,0.52,0.56,1.0,0.4,0.56,0.69,0.48,0.06,0.95
co-ode-owl-plugins.csv,0.38,0.85,0.26,0.27,0.6,0.2,0.0,0.01,0.4,0.96,0.29,0.2,0.51,0.98,0.36,0.97,0.94
firebreath.csv,0.67,0.85,0.31,0.54,0.37,0.0,0.69,0.7,0.35,0.73,0.86,0.93,0.93,0.87,0.27,0.17,0.93
frogatto.csv,0.14,0.47,0.52,0.34,0.37,0.49,0.65,0.46,0.22,0.25,0.41,0.43,0.49,0.71,0.03,0.36,0.7
gretl.csv,0.76,0.75,0.78,0.88,0.83,0.69,0.58,0.82,0.81,0.77,0.63,0.03,0.78,0.69,0.52,0.64,0.89
jasperreports.csv,0.86,0.22,0.09,0.07,0.2,0.27,0.46,0.61,0.06,0.77,0.0,0.17,0.09,0.0,0.21,0.03,0.09
konversation.csv,0.48,0.35,0.0,0.05,0.09,0.03,0.29,0.12,0.17,0.44,0.1,0.53,0.47,0.1,0.42,0.0,0.04
linuxsh.csv,0.76,0.0,0.6,0.67,0.8,0.55,0.92,0.23,0.65,0.54,0.53,0.8,0.36,0.69,0.85,0.81,0.24
moviesandbox.csv,0.14,0.29,0.23,0.23,0.03,0.28,0.0,0.13,0.21,0.38,0.08,0.13,0.33,0.22,0.15,0.33,0.04
ontomorphtab.csv,0.05,0.96,0.51,0.29,0.4,0.85,0.38,0.39,0.61,0.76,0.44,0.93,0.95,0.32,0.27,0.78,0.76
opengs.csv,0.19,0.24,0.09,0.18,0.2,0.15,0.0,0.09,0.0,0.39,0.14,0.1,0.16,0.32,0.15,0.08,0.21
scite-ru.csv,0.71,0.44,0.56,0.55,0.57,0.59,0.06,0.32,0.57,0.75,0.42,0.3,0.55,1.0,0.48,0.58,0.88
tokratan.csv,0.19,0.0,0.37,0.25,0.06,0.15,0.29,0.33,0.23,0.0,0.63,0.67,0.51,0.21,0.09,0.0,0.01
vrjuggler.csv,0.71,0.22,0.11,0.09,0.14,0.07,0.38,0.33,0.29,0.2,0.05,0.0,0.13,0.45,0.18,0.06,0.07
xuggle.csv,0.71,0.93,0.51,0.0,0.74,0.74,0.85,0.72,0.57,0.65,0.02,0.83,0.87,0.82,0.91,0.56,0.75
