,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.35,0.48,0.46,0.55,0.6,0.36,0.06,0.69,0.62,0.42,0.14,0.57,0.93,0.57,0.48,0.29,0.6
arm-webradio.csv,0.59,0.57,0.62,0.7,0.57,0.42,0.28,0.66,0.55,0.74,0.14,0.52,0.41,0.05,0.57,0.54,1.0
bwapi.csv,0.68,0.55,0.05,0.53,0.48,0.0,0.61,0.39,0.41,0.76,0.0,0.64,0.62,0.68,0.59,0.98,0.2
co-ode-owl-plugins.csv,0.58,0.47,0.61,0.63,0.7,0.29,0.23,0.95,0.74,0.17,0.14,0.51,0.51,0.09,0.7,0.13,0.24
firebreath.csv,0.52,0.45,0.53,0.63,0.65,0.93,0.49,0.4,0.49,0.54,0.44,0.27,0.27,0.34,0.53,0.2,0.26
frogatto.csv,0.48,0.46,0.72,0.64,0.64,0.59,0.59,0.31,0.28,0.51,0.34,0.57,0.57,0.64,0.93,0.34,0.43
gretl.csv,0.53,0.49,0.56,0.38,0.48,0.57,0.62,0.51,0.48,0.53,0.47,0.99,0.53,0.68,0.74,0.63,0.35
jasperreports.csv,0.37,0.11,0.29,0.13,0.11,0.16,0.36,0.62,0.11,0.42,0.07,0.09,0.09,0.93,0.26,0.04,0.0
konversation.csv,0.29,0.4,0.93,0.2,0.21,0.0,0.22,0.38,0.09,0.59,0.0,0.44,0.46,0.4,0.49,0.1,0.36
linuxsh.csv,0.42,0.93,0.42,0.45,0.5,0.43,0.27,0.07,0.63,0.51,0.67,0.37,0.46,0.09,0.42,0.49,0.55
moviesandbox.csv,0.58,0.65,0.61,0.57,0.98,0.34,0.06,0.32,0.54,0.76,0.07,0.38,0.29,0.65,0.54,0.43,0.45
ontomorphtab.csv,0.99,0.17,0.73,0.66,0.65,0.44,0.46,0.31,0.65,0.52,0.34,0.27,0.21,0.89,0.48,0.5,0.51
opengs.csv,0.38,0.21,0.63,0.58,0.62,0.24,0.06,0.2,1.0,0.6,0.14,0.44,0.31,0.63,0.52,0.23,0.55
scite-ru.csv,0.62,0.69,0.66,0.71,0.72,0.56,0.83,0.76,0.77,0.6,0.34,0.61,0.5,0.0,0.76,0.55,0.4
tokratan.csv,0.24,0.0,0.2,0.43,0.06,0.21,0.51,0.07,0.11,0.94,0.62,0.54,0.47,0.35,0.07,0.01,0.24
vrjuggler.csv,0.33,0.11,0.47,0.18,0.27,0.1,0.27,0.53,0.22,0.24,0.89,0.15,0.23,0.22,0.48,0.07,0.27
xuggle.csv,0.41,0.27,0.68,0.86,0.54,0.47,0.38,0.49,0.71,0.48,0.0,0.46,0.41,0.29,0.29,0.64,0.38
