,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.42,0.22,0.26,0.22,0.62,0.36,0.05,0.38,0.59,0.15,0.1,0.69,0.94,0.18,0.65,0.43,0.42
arm-webradio.csv,0.65,0.33,0.48,0.32,0.72,0.42,0.3,0.65,0.51,0.28,0.14,0.63,0.46,0.1,0.58,0.78,1.0
bwapi.csv,0.75,0.26,0.21,0.19,0.63,0.56,0.49,0.17,0.37,0.28,0.35,0.75,0.68,0.13,0.59,0.99,0.38
co-ode-owl-plugins.csv,0.63,0.32,0.33,0.32,0.74,0.32,0.32,0.94,0.66,0.16,0.11,0.62,0.56,0.08,0.7,0.86,0.43
firebreath.csv,0.6,0.29,0.26,0.23,0.67,0.96,0.35,0.18,0.47,0.19,0.37,0.85,0.73,0.07,0.57,0.28,0.39
frogatto.csv,0.57,0.24,0.29,0.29,0.66,0.51,0.43,0.15,0.31,0.26,0.22,0.69,0.62,0.12,0.94,0.43,0.28
gretl.csv,0.69,0.24,0.24,0.19,0.7,0.51,0.45,0.31,0.52,0.2,0.26,0.99,0.72,0.13,0.74,0.79,0.36
jasperreports.csv,0.59,0.08,0.26,0.13,0.15,0.17,0.27,0.3,0.16,0.13,0.12,0.13,0.12,0.96,0.31,0.06,0.0
konversation.csv,0.33,0.24,0.96,0.23,0.29,0.0,0.2,0.34,0.11,0.23,0.0,0.56,0.52,0.21,0.51,0.15,0.44
linuxsh.csv,0.52,0.95,0.14,0.15,0.65,0.36,0.34,0.05,0.58,0.18,0.41,0.58,0.52,0.01,0.61,0.79,0.47
moviesandbox.csv,0.67,0.41,0.35,0.32,0.98,0.34,0.09,0.29,0.56,0.32,0.09,0.49,0.34,0.22,0.61,0.52,0.53
ontomorphtab.csv,0.99,0.27,0.29,0.33,0.67,0.52,0.36,0.17,0.59,0.18,0.21,0.9,0.77,0.25,0.52,0.74,0.37
opengs.csv,0.47,0.15,0.52,0.36,0.68,0.28,0.09,0.21,1.0,0.25,0.15,0.55,0.4,0.16,0.59,0.31,0.49
scite-ru.csv,0.75,0.37,0.25,0.26,0.75,0.48,0.83,0.46,0.69,0.23,0.22,0.71,0.55,0.1,0.75,0.68,0.44
tokratan.csv,0.3,0.0,0.09,0.23,0.08,0.26,0.43,0.04,0.13,0.97,0.37,0.72,0.52,0.12,0.1,0.02,0.33
vrjuggler.csv,0.39,0.08,0.37,0.16,0.34,0.14,0.22,0.32,0.23,0.14,0.85,0.21,0.3,0.04,0.55,0.11,0.32
xuggle.csv,0.48,0.3,0.27,0.89,0.63,0.42,0.33,0.23,0.64,0.15,0.0,0.81,0.73,0.04,0.53,0.76,0.24
