,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,1.0,1.0,0.38,0.5,0.41,0.97,0.5,0.5,0.57,0.28
ffigo.csv,0.33,1.0,0.76,0.37,0.48,0.77,0.25,1.0,0.61,0.13
ildjit.csv,0.0,0.0,0.9,0.07,0.0,0.01,0.0,0.05,0.0,0.05
proftp.csv,0.0,1.0,0.1,1.0,0.15,0.31,0.88,0.25,0.35,0.11
skia.csv,0.67,1.0,0.14,0.27,0.33,0.51,0.5,0.12,0.96,0.31
tencompetence.csv,0.0,0.0,0.1,0.0,0.2,0.21,0.25,0.03,0.22,0.99
theresa.csv,1.0,0.0,0.0,0.0,0.07,0.01,0.0,0.09,0.0,0.0
wxjs.csv,0.0,0.0,0.0,0.2,0.0,0.0,0.88,0.0,0.04,0.0
xstore.csv,1.0,1.0,0.62,0.63,0.98,0.71,0.38,0.64,0.52,0.16
