,recall,precision,pf,pci_20,ifa,wins
alpine.csv,0.67,0.5,0.62,0.45,2.0,1
autat.csv,0.35,0.79,0.21,0.59,1.0,17
critterding.csv,0.83,0.59,0.84,0.47,2.0,3
elateportal.csv,0.74,0.62,0.67,0.47,2.0,5
factor.csv,0.12,0.59,0.1,0.62,1.0,11
fceugc.csv,0.5,0.62,0.46,0.54,1.0,8
jstock.csv,0.32,0.73,0.2,0.63,0.0,18
keyczar.csv,0.19,0.35,0.29,0.71,1.0,7
mimosa.csv,0.88,0.52,0.85,0.46,2.0,2
miranda.csv,0.12,0.75,0.16,0.5,1.0,10
nativeclient.csv,0.54,0.64,0.32,0.51,0.0,14
ogre.csv,0.66,0.46,0.69,0.49,1.0,4
openfrag.csv,0.67,0.71,0.5,0.51,0.0,16
qdvdauthor.csv,0.58,0.48,0.58,0.59,3.0,0
qse.csv,0.48,0.67,0.36,0.54,0.0,15
reactos-mirror.csv,0.71,0.65,0.43,0.48,1.0,12
sandiaportals.csv,0.65,0.5,0.5,0.53,2.0,6
synergyspace.csv,0.33,0.55,0.31,0.75,1.0,13
uclmda.csv,0.1,0.36,0.13,0.8,1.0,9
