,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.73,0.97,0.63,0.79,0.7,0.5,0.5,0.0,0.83,0.64,0.0,0.5,0.79
bdbbasic.csv,0.38,0.52,0.62,0.4,0.48,0.29,0.67,0.88,0.48,0.29,0.94,0.7,0.46
echongl.csv,0.52,0.94,0.43,0.44,0.46,0.53,0.77,0.56,0.44,0.38,0.47,0.69,0.57
etherboot.csv,0.83,0.72,0.0,0.8,0.68,0.0,0.67,0.52,0.92,0.0,0.4,0.32,0.94
freebios.csv,0.58,0.96,0.71,0.65,0.7,0.96,0.63,0.83,0.68,0.59,0.8,0.46,0.68
gebr.csv,0.39,0.38,0.39,0.44,0.4,0.47,0.39,0.43,0.4,0.3,0.39,0.34,0.46
gnukeda.csv,0.44,0.48,0.56,0.57,0.42,0.42,0.64,0.5,0.93,0.41,0.71,0.48,0.46
google-gears.csv,0.44,0.48,0.68,0.45,0.43,0.5,0.42,0.44,0.4,0.3,0.4,0.54,0.49
jnode.csv,0.8,0.59,0.85,0.58,0.83,0.75,0.89,0.8,0.9,0.93,0.93,0.75,0.96
openmeetings.csv,0.52,0.56,0.55,0.8,0.41,0.38,0.5,0.5,0.89,0.41,0.48,0.93,0.75
pgui.csv,0.58,0.4,0.0,0.54,0.43,0.42,0.92,0.53,0.45,0.92,0.58,0.34,0.54
tradelink.csv,0.86,0.52,0.43,0.59,0.6,0.59,0.58,0.6,0.67,0.52,0.49,0.67,0.85
wxcrp.csv,0.53,0.41,0.39,0.49,0.41,0.33,0.78,0.46,0.63,0.49,0.62,0.73,0.48
