,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.75,0.52,0.53,0.1,0.18,0.25,0.17,0.48,0.31,0.45,0.44,0.18,0.27,0.32,0.12,0.12,0.17,0.11,0.21
delphilhlplib.csv,0.76,0.52,0.85,0.54,0.49,0.39,0.2,0.61,0.61,0.71,0.48,0.55,0.28,0.57,0.59,0.48,0.96,0.27,0.19
exordium.csv,0.67,0.35,0.7,0.55,0.64,0.38,0.17,0.5,0.89,0.54,0.16,0.51,0.21,0.54,0.63,0.5,0.26,0.15,0.33
fltk.csv,0.77,0.28,0.54,0.74,0.51,0.37,0.4,0.59,0.74,0.66,0.72,0.46,0.22,0.64,0.68,0.63,0.94,0.39,0.31
genoviz.csv,0.41,0.08,0.65,0.17,0.35,0.37,0.08,0.17,0.27,0.23,0.21,0.19,0.0,0.24,0.36,0.23,0.38,0.29,0.71
gzigzag.csv,0.77,0.21,0.3,0.29,0.51,0.39,0.11,0.27,0.52,0.25,0.45,0.38,0.13,0.19,0.05,0.16,0.38,0.12,0.21
irrlicht.csv,0.76,0.0,0.85,0.73,0.4,0.38,0.38,0.55,0.92,0.77,0.6,0.52,0.16,0.71,0.81,0.77,0.94,0.74,0.18
kmess.csv,0.37,0.0,0.0,0.68,0.37,0.17,0.03,0.59,0.87,0.47,0.06,0.56,0.05,0.25,0.67,0.75,0.26,0.0,0.0
moast.csv,0.2,0.4,0.36,0.29,0.32,0.36,0.27,0.26,0.92,0.4,0.6,0.27,0.06,0.58,0.27,0.77,0.98,0.74,0.2
mptvseries.csv,0.74,0.41,0.0,0.56,0.44,0.38,0.04,0.71,0.67,0.38,0.71,0.43,0.2,0.35,0.56,0.51,0.01,0.3,0.33
nativeclient.csv,0.49,0.42,0.86,0.58,0.46,0.4,0.24,0.62,0.87,0.61,0.67,0.6,0.24,0.64,0.65,0.68,0.94,0.69,0.22
openfrag.csv,0.77,0.38,0.84,0.71,0.54,0.37,0.33,0.68,0.91,0.77,0.71,0.6,0.21,0.78,0.64,0.64,0.93,0.5,0.2
phet.csv,0.04,0.39,0.47,0.15,0.15,0.28,0.49,0.29,0.25,0.51,0.11,0.4,0.15,0.31,0.48,0.43,0.04,0.52,0.0
qdvdauthor.csv,0.47,0.3,0.65,0.68,0.31,0.3,0.39,0.63,0.66,0.71,0.6,0.46,0.14,0.65,0.81,0.71,0.94,0.71,0.13
qse.csv,0.69,0.2,0.63,0.72,0.49,0.42,0.36,0.63,0.92,0.69,0.76,0.5,0.19,0.5,0.53,0.57,0.95,0.23,0.2
sauerbraten.csv,0.8,0.4,0.66,0.72,0.42,0.43,0.38,0.57,0.9,0.85,0.6,0.53,0.15,0.71,0.82,0.76,0.95,0.74,0.04
toped.csv,0.79,0.3,0.63,0.74,0.44,0.36,0.35,0.59,0.88,0.74,0.61,0.32,0.14,0.63,0.76,0.72,0.97,0.71,0.19
truevision.csv,0.75,0.0,0.67,0.7,0.44,0.38,0.34,0.5,0.78,0.72,0.0,0.72,0.24,0.68,0.66,0.66,0.94,0.19,0.1
zoolib.csv,0.79,0.34,0.74,0.57,0.54,0.35,0.13,0.67,0.76,0.57,0.49,0.49,0.31,0.38,0.53,0.62,0.95,0.22,0.22
