,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.36,0.43,0.0,0.6,0.65,0.43,0.52,0.44,0.1,0.58,0.41,0.48,0.1,0.46,0.63,0.21,0.22
botsnscouts.csv,0.61,0.65,0.23,0.55,0.24,0.45,0.71,0.63,0.42,0.53,0.31,0.62,0.36,0.67,0.49,0.13,0.45
cities3d.csv,0.35,0.57,0.58,0.72,0.6,0.45,0.13,0.23,0.05,0.57,0.04,0.53,0.1,0.42,0.47,0.0,0.61
dynalloy.csv,0.79,0.55,0.14,0.5,0.63,0.45,0.54,0.71,0.52,0.14,0.68,0.13,0.67,0.65,0.53,0.83,0.6
electric-core.csv,0.68,0.64,0.14,0.72,0.68,0.5,0.63,0.72,0.0,0.45,0.64,0.0,0.61,0.37,0.57,0.71,0.52
findbugs.csv,0.68,0.6,0.0,0.76,0.73,0.63,0.45,0.69,0.08,0.64,0.5,0.0,0.63,0.7,0.68,0.0,0.67
img-browse-sort.csv,0.64,0.3,0.0,0.65,0.52,0.49,0.48,0.71,0.13,0.72,0.59,0.62,0.71,0.54,0.65,0.57,0.63
jparsec.csv,0.57,0.05,0.0,0.09,0.0,0.43,0.64,0.09,0.0,0.64,0.17,0.77,0.65,0.0,0.17,0.26,0.56
moast.csv,0.58,0.37,0.0,0.48,0.24,0.63,0.17,0.0,0.31,0.29,0.49,0.46,0.39,0.14,0.52,0.96,0.41
mptvseries.csv,0.5,0.46,0.0,0.73,0.81,0.75,0.3,0.68,0.0,0.07,0.38,0.54,0.57,0.44,0.43,0.0,0.37
mvnforum.csv,0.29,0.2,0.0,0.0,0.45,0.58,0.5,0.62,0.34,0.14,0.5,0.49,0.27,0.23,0.43,0.61,0.17
nosleepsoftware.csv,0.07,0.1,0.79,0.13,0.13,0.07,0.0,0.19,0.44,0.0,0.04,0.0,0.1,0.21,0.0,0.01,0.06
ogre.csv,0.41,0.45,0.57,0.39,0.34,0.39,0.55,0.4,0.95,0.45,0.37,0.45,0.39,0.54,0.58,0.0,0.35
openfrag.csv,0.46,0.58,0.0,0.73,0.7,0.73,0.67,0.72,0.0,0.23,0.69,0.17,0.69,0.58,0.54,0.62,0.43
qdvdauthor.csv,0.56,0.33,0.34,0.06,0.74,0.68,0.25,0.0,0.0,0.4,0.57,0.57,0.35,0.67,0.41,0.85,0.53
sumatrapdf.csv,0.13,0.46,0.5,0.32,0.6,0.44,0.49,0.78,0.0,0.05,0.32,0.13,0.3,0.62,0.27,0.27,0.52
zxing.csv,0.58,0.52,0.28,0.74,0.66,0.62,0.48,0.4,0.26,0.64,0.34,0.64,0.53,0.68,0.63,0.23,0.73
