,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.5,0.44,0.0,0.31,0.63,0.39,0.57,0.53,0.15,0.38,0.51,0.5,0.1,0.55,0.6,0.3,0.3
botsnscouts.csv,0.51,0.45,0.3,0.26,0.22,0.33,0.73,0.53,0.57,0.37,0.38,0.55,0.38,0.73,0.43,0.2,0.55
cities3d.csv,0.33,0.48,0.38,0.3,0.55,0.33,0.18,0.32,0.07,0.36,0.06,0.46,0.1,0.51,0.46,0.27,0.7
dynalloy.csv,0.7,0.33,0.09,0.17,0.57,0.43,0.54,0.63,0.68,0.09,0.76,0.53,0.47,0.73,0.47,0.96,0.81
electric-core.csv,0.6,0.5,0.09,0.22,0.61,0.4,0.62,0.66,0.76,0.32,0.68,0.57,0.45,0.79,0.56,0.95,0.62
findbugs.csv,0.58,0.5,0.0,0.25,0.65,0.46,0.48,0.73,0.13,0.36,0.6,0.57,0.48,0.76,0.61,0.94,0.76
img-browse-sort.csv,0.53,0.36,0.0,0.19,0.56,0.35,0.55,0.7,0.19,0.42,0.65,0.56,0.6,0.62,0.6,0.95,0.72
jparsec.csv,0.49,0.35,0.41,0.16,0.55,0.36,0.65,0.53,0.98,0.36,0.71,0.71,0.45,0.8,0.52,0.36,0.69
moast.csv,0.52,0.2,0.0,0.13,0.24,0.48,0.64,0.53,0.43,0.21,0.56,0.42,0.36,0.2,0.48,0.98,0.5
mptvseries.csv,0.5,0.48,0.0,0.27,0.73,0.6,0.38,0.68,0.16,0.07,0.49,0.59,0.48,0.52,0.42,0.0,0.48
mvnforum.csv,0.33,0.14,0.0,0.0,0.43,0.49,0.5,0.51,0.47,0.14,0.53,0.48,0.22,0.3,0.43,0.72,0.23
nosleepsoftware.csv,0.1,0.13,0.63,0.07,0.13,0.09,0.0,0.18,0.57,0.0,0.05,0.0,0.09,0.27,0.0,0.02,0.09
ogre.csv,0.38,0.3,0.46,0.13,0.31,0.27,0.67,0.38,0.97,0.23,0.51,0.44,0.36,0.66,0.5,0.89,0.69
openfrag.csv,0.51,0.45,0.0,0.26,0.68,0.55,0.72,0.74,0.25,0.26,0.73,0.56,0.48,0.66,0.46,0.86,0.54
qdvdauthor.csv,0.46,0.34,0.23,0.06,0.64,0.5,0.29,0.53,0.53,0.21,0.65,0.56,0.27,0.75,0.37,0.9,0.7
sumatrapdf.csv,0.53,0.35,0.33,0.16,0.58,0.47,0.62,0.74,0.58,0.31,0.67,0.57,0.4,0.77,0.54,0.94,0.88
zxing.csv,0.49,0.5,0.21,0.27,0.58,0.45,0.55,0.5,0.38,0.35,0.41,0.56,0.36,0.75,0.54,0.39,0.81
