,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,292.5,484.5,1184.5,198.0,612.0,94.5,188.0,55.5,84.5,782.0,207.5,98.5,379.0,97.5,94.5,195.5,96.5
botsnscouts.csv,193.0,487.0,86.5,198.0,860.0,195.0,188.0,378.0,98.5,434.5,596.5,98.5,98.5,97.5,291.5,96.5,98.5
cities3d.csv,485.5,1569.0,93.5,99.0,735.0,94.5,91.5,104.0,72.5,1333.0,55.5,98.5,166.0,92.5,194.0,685.5,98.5
dynalloy.csv,485.5,1465.0,189.5,297.0,1174.0,193.0,192.0,98.5,198.0,1180.5,923.5,98.5,521.0,97.5,291.5,586.5,98.5
electric-core.csv,485.5,776.5,93.5,297.0,1172.0,94.5,188.0,98.5,198.0,1486.5,1688.0,98.5,534.0,97.5,291.5,963.0,98.5
findbugs.csv,485.5,1462.0,1230.5,198.0,746.0,176.0,186.0,119.0,148.0,1433.5,76.5,98.5,271.5,97.5,291.5,685.5,98.5
img-browse-sort.csv,485.5,2938.0,1171.0,297.0,356.5,96.5,188.0,92.5,90.5,1053.0,77.5,98.5,81.5,97.5,291.5,489.0,98.5
jparsec.csv,96.5,3039.5,198.0,297.0,1757.0,195.0,290.5,197.0,198.0,1381.0,1762.5,98.5,98.5,97.5,291.5,283.0,96.5
moast.csv,96.5,2305.5,67.5,297.0,638.5,94.5,290.5,197.0,198.0,154.0,77.5,290.5,98.5,96.5,193.0,386.5,93.5
mptvseries.csv,389.0,193.0,295.0,297.0,673.5,94.5,188.0,334.5,281.0,60.5,77.5,98.5,250.5,97.5,291.5,0.0,98.5
mvnforum.csv,95.5,1153.0,397.0,1667.0,534.0,86.5,577.5,98.5,198.0,185.5,448.0,388.0,98.5,96.5,193.0,191.5,257.5
nosleepsoftware.csv,94.5,781.0,198.0,359.0,431.5,124.5,70.5,565.0,98.5,470.5,1182.0,14.5,527.5,92.5,317.5,230.5,352.0
ogre.csv,388.0,2842.5,198.0,198.0,1498.5,96.5,194.0,565.0,99.0,1296.5,1874.0,93.5,98.5,97.5,192.0,685.5,98.5
openfrag.csv,193.0,585.5,926.0,297.0,537.5,94.5,192.0,98.5,198.0,1397.5,77.5,98.5,98.5,97.5,291.5,389.0,98.5
qdvdauthor.csv,388.0,878.5,86.5,1520.5,992.0,96.5,290.5,197.0,196.5,1288.5,1717.0,98.5,354.0,97.5,193.0,186.0,188.0
sumatrapdf.csv,485.5,1855.5,93.5,297.0,1311.0,195.0,381.0,98.5,192.5,1677.0,1858.0,98.5,98.5,97.5,291.5,489.0,98.5
zxing.csv,389.0,582.5,93.5,198.0,914.0,94.5,188.0,55.5,160.0,1499.0,752.5,98.5,438.5,97.5,95.5,389.0,98.5
