,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.0,1.0,1.0,1.01,0.96,0.91,0.98,0.98,0.95,1.0,1.0,1.0,0.96,1.0,1.0,1.0
calcubetimer.csv,0.96,0.85,0.53,0.72,0.71,0.99,0.57,0.96,0.61,0.0,0.93,0.65,0.65,0.7,0.66,0.82
chaosrts.csv,0.91,0.89,1.0,1.0,0.66,0.93,0.45,1.0,1.0,0.78,0.58,1.0,1.0,0.96,0.67,0.01
dxengine.csv,0.82,0.78,0.8,0.04,0.78,0.4,0.86,0.77,0.83,0.84,0.71,0.82,0.45,0.52,0.8,0.74
freedom-erp.csv,0.98,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,0.79,0.04,1.0,1.0,1.0,1.0,0.91
joustsim.csv,0.57,1.08,0.46,0.58,0.72,0.79,0.81,0.8,0.77,0.75,0.84,0.0,0.6,0.62,0.67,0.85
jsidplay2.csv,0.73,0.94,1.02,0.92,0.0,0.99,0.67,0.93,0.64,1.04,0.93,0.93,1.01,0.56,0.8,0.8
madman.csv,0.93,0.96,0.83,1.01,0.98,0.73,0.92,0.95,0.91,0.91,1.0,0.91,0.0,1.0,0.93,0.89
mclient-mume.csv,0.71,0.91,0.0,0.73,0.95,0.75,0.62,0.88,0.67,0.93,0.99,0.91,0.44,0.78,0.83,0.87
primefaces.csv,0.83,1.07,0.89,0.84,0.99,0.86,0.52,0.54,0.96,1.04,1.02,0.92,0.79,0.77,0.0,0.58
reaper3d.csv,0.86,1.0,1.0,1.0,0.91,0.52,0.88,0.9,0.99,0.82,0.88,0.88,1.0,0.0,0.81,0.99
sblim.csv,0.93,0.98,1.0,1.0,0.98,0.01,1.05,0.86,0.99,0.89,0.84,1.0,1.0,1.0,0.94,0.94
sevenupdate.csv,0.75,0.0,0.79,0.98,0.95,1.0,0.99,1.0,1.0,0.67,1.0,0.53,1.0,1.0,0.59,0.76
springside.csv,0.86,0.72,0.47,0.71,0.42,0.44,0.04,0.77,0.81,0.47,0.64,0.62,0.55,0.78,0.89,0.72
swtfox.csv,0.79,0.57,0.82,0.88,0.86,0.59,0.87,0.0,0.67,0.86,0.99,1.02,0.92,0.79,0.83,0.79
tmva.csv,0.95,0.78,0.85,0.78,0.55,0.89,0.63,0.87,0.01,0.76,1.0,0.93,0.67,0.77,0.84,1.0
