,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,1.0,1.0,1.0,0.89,0.88,0.73,0.96,0.98,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
calcubetimer.csv,0.9,0.84,0.67,0.74,0.88,0.27,0.59,0.72,0.82,1.0,1.0,1.0,1.0,0.88,0.7,0.78
chaosrts.csv,0.86,0.69,1.0,1.0,0.73,0.36,0.67,0.98,1.0,0.79,0.66,1.0,1.0,0.88,0.78,0.99
dxengine.csv,0.21,0.22,0.2,0.96,0.22,0.73,0.14,0.28,0.2,0.16,0.3,0.18,0.62,0.5,0.2,0.29
freedom-erp.csv,0.02,0.0,0.0,0.0,0.29,0.0,0.0,0.02,0.0,0.21,1.0,0.0,0.0,0.0,0.0,0.12
joustsim.csv,0.51,0.59,0.57,0.67,0.44,0.23,0.55,0.6,0.55,0.25,0.23,1.0,0.88,0.88,0.5,0.17
jsidplay2.csv,0.47,0.57,0.23,0.19,1.0,0.32,0.51,0.52,0.36,0.73,0.94,0.82,0.12,0.62,0.62,0.85
madman.csv,0.1,0.04,0.17,0.0,0.02,0.27,0.08,0.05,0.1,0.09,0.0,0.09,1.0,0.0,0.08,0.11
mclient-mume.csv,0.31,0.1,1.0,0.33,0.05,0.27,0.39,0.12,0.36,0.07,0.01,0.09,0.62,0.25,0.32,0.13
primefaces.csv,0.49,0.61,0.63,0.85,0.31,0.32,0.63,0.68,0.77,0.29,0.0,0.27,0.62,0.75,1.0,0.48
reaper3d.csv,0.14,0.0,0.0,0.0,0.27,0.73,0.57,0.1,0.01,0.21,0.21,0.18,0.0,1.0,0.25,0.06
sblim.csv,0.07,0.02,0.0,0.0,0.02,1.0,0.02,0.15,0.01,0.11,0.16,0.0,0.0,0.0,0.08,0.06
sevenupdate.csv,0.54,1.0,0.87,1.0,1.0,1.0,0.96,1.0,0.99,0.55,1.0,0.82,1.0,1.0,0.72,0.31
springside.csv,0.9,0.37,0.63,1.0,0.76,0.68,0.96,0.6,0.6,0.61,0.95,1.0,0.75,0.88,0.95,0.77
swtfox.csv,0.32,0.73,0.43,0.26,0.27,0.82,0.63,1.0,0.69,0.18,0.06,0.09,0.25,0.38,0.42,0.3
tmva.csv,0.98,0.59,0.67,0.67,0.63,0.73,0.78,0.5,0.99,0.89,1.0,1.0,1.0,0.75,0.8,1.0
