,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,1.0,0.0,0.0,0.0,0.2,0.38,0.09,0.09,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.0
calcubetimer.csv,0.2,0.47,0.65,0.59,0.63,0.28,0.59,0.28,0.69,1.0,0.27,0.73,0.73,0.64,0.61,0.51
chaosrts.csv,0.34,0.43,0.0,0.0,0.63,0.35,0.67,0.0,0.0,0.55,0.63,0.0,0.0,0.2,0.64,0.99
dxengine.csv,0.25,0.26,0.24,0.97,0.26,0.72,0.17,0.32,0.23,0.19,0.35,0.21,0.64,0.54,0.24,0.33
freedom-erp.csv,0.02,0.0,0.0,0.0,0.34,0.0,0.0,0.02,0.0,0.25,0.99,0.0,0.0,0.0,0.0,0.14
joustsim.csv,0.54,0.0,0.61,0.64,0.46,0.27,0.48,0.51,0.5,0.29,0.26,1.0,0.72,0.7,0.51,0.2
jsidplay2.csv,0.48,0.39,0.24,0.22,1.0,0.31,0.52,0.39,0.41,0.0,0.27,0.29,0.14,0.61,0.51,0.53
madman.csv,0.12,0.05,0.2,0.0,0.02,0.31,0.1,0.06,0.12,0.11,0.0,0.11,1.0,0.0,0.1,0.13
mclient-mume.csv,0.35,0.12,1.0,0.37,0.06,0.31,0.44,0.15,0.41,0.09,0.01,0.11,0.65,0.29,0.35,0.16
primefaces.csv,0.45,0.0,0.43,0.49,0.31,0.34,0.63,0.65,0.26,0.28,0.0,0.29,0.52,0.55,1.0,0.52
reaper3d.csv,0.17,0.0,0.0,0.0,0.29,0.69,0.44,0.12,0.01,0.25,0.24,0.21,0.0,1.0,0.29,0.07
sblim.csv,0.09,0.02,0.0,0.0,0.02,1.0,0.02,0.18,0.01,0.13,0.19,0.0,0.0,0.0,0.1,0.07
sevenupdate.csv,0.5,1.0,0.55,0.09,0.21,0.0,0.05,0.0,0.0,0.54,0.0,0.73,0.0,0.0,0.65,0.35
springside.csv,0.45,0.41,0.64,0.67,0.74,0.68,0.97,0.52,0.5,0.63,0.72,0.75,0.69,0.56,0.38,0.6
swtfox.csv,0.35,0.67,0.43,0.29,0.3,0.7,0.45,1.0,0.6,0.21,0.07,0.11,0.28,0.4,0.42,0.34
tmva.csv,0.21,0.51,0.48,0.53,0.62,0.41,0.67,0.44,0.99,0.59,0.0,0.27,0.71,0.55,0.49,0.0
