,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,1.0,0.94,0.69,0.47,0.8,0.29,0.49,0.55,0.83,0.97,0.73,0.27,0.25,0.14,0.75,0.94
calcubetimer.csv,0.86,0.86,0.66,0.49,0.83,0.14,0.5,0.45,0.81,1.0,0.75,0.36,0.33,0.17,0.67,0.82
chaosrts.csv,0.85,0.77,0.69,0.51,0.75,0.18,0.59,0.54,0.85,0.85,0.66,0.27,0.25,0.13,0.7,1.0
dxengine.csv,0.34,0.37,0.32,0.98,0.36,0.51,0.21,0.33,0.31,0.28,0.43,0.22,0.4,0.29,0.32,0.44
freedom-erp.csv,0.04,0.0,0.0,0.0,0.44,0.0,0.0,0.04,0.0,0.35,0.98,0.0,0.0,0.0,0.0,0.2
joustsim.csv,0.65,0.69,0.67,0.52,0.55,0.24,0.38,0.44,0.62,0.4,0.31,1.0,0.32,0.18,0.56,0.28
jsidplay2.csv,0.6,0.68,0.25,0.19,1.0,0.16,0.42,0.37,0.52,0.81,0.72,0.24,0.06,0.18,0.6,0.87
madman.csv,0.17,0.08,0.29,0.0,0.03,0.34,0.14,0.09,0.17,0.16,0.0,0.12,1.0,0.0,0.13,0.19
mclient-mume.csv,0.46,0.18,1.0,0.35,0.1,0.28,0.48,0.2,0.5,0.13,0.02,0.13,0.42,0.13,0.39,0.23
primefaces.csv,0.6,0.71,0.54,0.5,0.4,0.19,0.54,0.57,0.73,0.43,0.0,0.12,0.21,0.14,1.0,0.64
reaper3d.csv,0.25,0.0,0.0,0.0,0.37,0.43,0.37,0.18,0.01,0.35,0.28,0.12,0.0,1.0,0.34,0.1
sblim.csv,0.12,0.04,0.0,0.0,0.03,0.98,0.02,0.22,0.02,0.19,0.26,0.0,0.0,0.0,0.13,0.11
sevenupdate.csv,0.66,1.0,0.68,0.52,0.86,0.34,0.49,0.55,0.84,0.7,0.73,0.36,0.25,0.14,0.7,0.46
springside.csv,0.87,0.52,0.67,0.6,0.81,0.48,0.97,0.45,0.65,0.75,0.79,0.37,0.32,0.15,0.75,0.83
swtfox.csv,0.46,0.82,0.44,0.24,0.38,0.41,0.4,1.0,0.73,0.3,0.1,0.05,0.11,0.1,0.47,0.45
tmva.csv,0.91,0.71,0.56,0.44,0.71,0.29,0.53,0.38,0.99,0.92,0.73,0.28,0.33,0.14,0.68,0.94
