,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.0,4.0,4.0,0.0,40.0,72.0,42.0,0.0
chrysalis.csv,4.0,59.0,2.0,0.0,8.0,14.0,0.0,0.0
jahshaka.csv,0.0,0.0,4.0,0.0,22.0,63.0,50.0,0.0
jatlas.csv,9.0,4.0,0.0,0.0,0.0,205.0,160.0,0.0
jedit.csv,0.0,2.0,2.0,0.0,66.0,16.0,13.0,11.0
open-media-library.csv,3.0,15.0,0.0,0.0,12.0,23.0,1.0,5.0
snakeyaml.csv,0.0,4.0,4.0,0.0,31.0,0.0,41.0,0.0
xamj.csv,10.0,4.0,3.0,0.0,24.0,30.0,3.0,0.0
