,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.12,0.23,0.33,0.8,0.67,0.0
foursquared.csv,0.27,0.25,0.0,0.72,0.0,0.0
ifmo-game-1.csv,0.25,0.0,0.06,0.44,0.0,0.0
micomt.csv,0.09,0.1,0.03,0.38,0.53,0.01
voms.csv,0.12,0.47,0.05,0.6,0.75,0.01
