,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.18,0.15,0.09,0.02,0.02,0.21
foursquared.csv,0.1,0.05,0.15,0.17,0.0,0.16
ifmo-game-1.csv,0.23,0.09,0.24,0.11,0.1,0.33
micomt.csv,0.81,0.67,0.91,0.87,0.14,0.93
voms.csv,0.38,0.14,0.9,0.26,0.03,0.78
