,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.38,0.51,0.61,0.4,0.44,0.57,0.52,0.49,0.41,0.41,0.53,0.44,0.42,0.52,0.41
encog-cs.csv,0.33,0.42,0.5,0.38,0.36,0.33,0.4,0.5,0.51,0.83,0.45,0.41,0.51,0.43,0.36
extprosys.csv,0.43,0.43,0.54,0.4,0.4,0.46,0.86,0.52,0.45,0.39,0.43,0.48,0.39,0.45,0.62
ibatisdb.csv,0.91,0.62,0.69,0.75,0.53,0.67,0.89,0.62,0.67,0.52,0.64,0.73,0.96,0.64,0.62
intact.csv,0.49,0.44,0.6,0.41,0.45,0.62,0.75,0.46,0.55,0.42,0.41,0.55,0.4,0.51,0.6
japano.csv,0.38,0.46,0.54,0.39,0.41,0.4,0.38,0.54,0.37,0.45,0.48,0.45,0.41,0.51,0.45
lockss.csv,0.84,0.54,0.67,0.9,0.92,0.67,0.86,0.5,0.89,0.44,0.62,0.8,0.65,0.61,0.8
ofbiz.csv,0.39,0.45,0.5,0.43,0.56,0.43,0.44,0.43,0.53,0.75,0.43,0.59,0.46,0.52,0.38
officefloor.csv,0.5,0.64,0.62,0.48,0.85,0.72,0.0,0.39,0.65,0.81,0.51,0.8,0.72,0.42,0.37
opennms.csv,0.54,0.55,0.88,0.93,0.68,0.88,0.38,0.86,0.96,0.6,0.92,0.62,0.66,0.9,0.0
rohxel.csv,0.6,0.8,0.57,0.95,0.94,0.94,0.45,0.73,0.96,0.91,1.0,0.72,0.93,0.94,0.0
roolo.csv,0.4,0.5,0.53,0.48,0.43,0.42,0.54,0.69,0.5,0.62,0.52,0.83,0.49,0.55,0.47
sevenupdate.csv,0.3,0.61,0.47,0.35,0.39,0.33,0.36,0.47,0.37,0.61,0.45,0.4,0.39,0.42,0.32
web-cat.csv,0.5,0.75,0.62,0.41,0.45,0.46,0.79,0.71,0.42,0.55,0.53,0.59,0.56,0.58,0.52
