,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.03,0.82,0.4,0.9,0.31,0.39,0.74,0.87,0.5,0.37,0.09,0.58,0.67,0.22,0.35
encog-cs.csv,0.02,0.85,0.41,0.89,0.41,0.45,0.83,0.93,0.58,0.13,0.05,0.53,0.66,0.4,0.55
extprosys.csv,0.03,0.82,0.57,0.88,0.4,0.38,0.38,0.75,0.44,0.33,0.09,0.49,0.78,0.49,0.35
ibatisdb.csv,0.0,0.35,0.3,0.38,0.33,0.3,0.33,0.42,0.41,0.28,0.13,0.06,0.14,0.69,0.5
intact.csv,0.0,0.77,0.35,0.77,0.42,0.51,0.35,0.57,0.51,0.31,0.09,0.35,0.79,0.38,0.35
japano.csv,0.0,0.91,0.46,0.88,0.45,0.41,0.85,0.83,0.51,0.28,0.05,0.51,0.74,0.35,0.54
lockss.csv,0.0,0.42,0.04,0.18,0.2,0.0,0.3,0.45,0.16,0.43,0.11,0.08,0.38,0.36,0.17
ofbiz.csv,0.0,0.84,0.42,0.65,0.31,0.36,0.62,0.59,0.52,0.12,0.07,0.32,0.82,0.27,0.5
officefloor.csv,0.05,0.37,0.28,0.62,0.21,0.4,0.05,0.64,0.36,0.21,0.11,0.08,0.38,0.41,0.41
opennms.csv,0.04,0.62,0.13,0.22,0.55,0.21,0.68,0.11,0.23,0.37,0.04,0.48,0.46,0.09,0.0
rohxel.csv,0.05,0.47,0.39,0.28,0.18,0.3,0.83,0.46,0.42,0.3,0.03,0.42,0.09,0.08,0.0
roolo.csv,0.0,0.84,0.47,0.78,0.39,0.4,0.57,0.52,0.44,0.29,0.05,0.65,0.69,0.19,0.41
sevenupdate.csv,0.02,0.85,0.44,0.94,0.38,0.45,0.88,0.97,0.52,0.24,0.05,0.52,0.78,0.41,0.55
web-cat.csv,0.0,0.39,0.41,0.83,0.36,0.48,0.45,0.6,0.46,0.27,0.05,0.42,0.69,0.57,0.7
