,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,1.0,1.0,6.0,0.0,1.0,4.0,2.0,10.0,0.0,43.0,0.0,0.0
gdis.csv,4.0,6.0,12.0,0.0,5.0,3.0,2.0,10.0,0.0,119.0,0.0,1.0
kml.csv,1.0,7.0,44.0,0.0,1.0,25.0,0.0,15.0,0.0,58.0,0.0,0.0
ppcboot.csv,4.0,4.0,66.0,0.0,2.0,3.0,1.0,13.0,0.0,60.0,0.0,0.0
repositorium.csv,1.0,2.0,42.0,0.0,3.0,4.0,3.0,7.0,4.0,34.0,0.0,2.0
rsyslog.csv,0.0,7.0,27.0,1.0,2.0,2.0,0.0,1.0,0.0,58.0,1.0,0.0
simplewebservices.csv,4.0,3.0,69.0,0.0,3.0,2.0,1.0,4.0,0.0,37.0,1.0,7.0
ultimairis.csv,4.0,5.0,12.0,0.0,3.0,11.0,0.0,5.0,0.0,119.0,15.0,0.0
wow-qrsk.csv,0.0,0.0,17.0,0.0,0.0,96.0,1.0,1.0,69.0,21.0,0.0,0.0
wxstudio.csv,4.0,10.0,55.0,0.0,2.0,2.0,3.0,8.0,0.0,0.0,0.0,1.0
xbg.csv,2.0,143.0,24.0,0.0,2.0,2.0,1.0,5.0,0.0,119.0,0.0,0.0
xqilla.csv,0.0,15.0,18.0,3.0,7.0,31.0,0.0,9.0,0.0,1.0,0.0,2.0
