,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.29,0.31,0.26,0.23,0.1,0.23,0.59,0.42,0.23,0.38,0.18,0.54
gdis.csv,0.79,0.59,0.13,0.26,0.38,0.31,0.15,0.35,0.08,0.44,0.63,0.72
kml.csv,0.29,0.98,0.79,0.25,0.18,0.88,0.92,0.98,0.23,0.97,0.92,1.0
ppcboot.csv,0.96,0.72,0.88,0.3,0.87,0.93,0.78,0.93,0.92,1.0,1.0,0.99
repositorium.csv,0.04,0.1,0.12,0.06,0.36,0.26,0.17,0.55,0.31,0.73,0.37,0.65
rsyslog.csv,0.29,0.77,0.4,0.56,0.21,0.84,0.32,0.2,0.31,0.98,0.33,1.0
simplewebservices.csv,1.0,0.87,0.98,1.0,0.95,0.95,0.91,0.35,0.85,0.61,0.51,0.35
ultimairis.csv,0.79,0.95,0.44,0.95,1.0,0.3,0.18,0.67,1.0,0.34,0.8,0.89
wow-qrsk.csv,0.0,0.29,0.25,0.08,0.0,0.0,0.01,0.04,0.08,0.36,0.0,0.09
wxstudio.csv,0.38,0.22,0.8,0.71,0.54,0.71,0.82,0.18,0.77,0.15,0.27,0.02
xbg.csv,0.25,0.05,0.08,0.49,0.36,0.03,0.12,0.29,0.23,0.5,0.29,0.35
xqilla.csv,0.0,0.39,0.5,0.21,0.23,0.65,0.38,0.36,0.38,0.06,0.14,0.09
