,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.71,0.52,0.5,0.58,0.43,0.23,0.47,0.23,0.6,0.04,0.47,0.49
gdis.csv,0.62,0.48,0.51,0.55,0.64,0.27,0.36,0.2,0.86,0.0,0.45,0.52
kml.csv,0.68,0.43,0.36,0.58,0.77,0.19,0.48,0.23,0.75,0.05,0.54,0.59
ppcboot.csv,0.69,0.52,0.35,0.65,0.67,0.2,0.52,0.24,0.87,0.05,0.58,0.58
repositorium.csv,0.14,0.04,0.01,0.14,0.18,0.43,0.06,0.19,0.37,0.07,0.41,0.36
rsyslog.csv,0.78,0.44,0.44,0.5,0.48,0.23,0.43,0.27,0.76,0.05,0.53,0.59
simplewebservices.csv,0.67,0.4,0.31,0.68,0.62,0.16,0.46,0.31,0.89,0.08,0.67,0.61
ultimairis.csv,0.7,0.45,0.45,0.69,0.65,0.24,0.62,0.27,0.88,0.0,0.45,0.59
wow-qrsk.csv,0.14,0.43,0.57,0.26,0.2,0.0,0.04,0.18,0.0,0.12,0.05,0.19
wxstudio.csv,0.63,0.2,0.17,0.46,0.46,0.2,0.3,0.11,0.62,0.1,0.7,0.06
xbg.csv,0.32,0.0,0.11,0.63,0.21,0.13,0.38,0.4,0.1,0.0,0.21,0.35
xqilla.csv,0.07,0.12,0.19,0.18,0.12,0.11,0.21,0.13,0.3,0.46,0.4,0.24
