,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.56,0.54,0.55,0.82,0.87,0.79,0.48,0.56,0.52,0.59,0.57,0.49
gdis.csv,0.59,0.45,0.8,0.83,0.54,0.76,0.9,0.64,0.33,0.65,0.57,0.42
kml.csv,0.54,0.35,0.43,0.72,0.44,0.44,0.39,0.4,0.38,0.39,0.47,0.35
ppcboot.csv,0.53,0.37,0.44,0.84,0.38,0.44,0.46,0.39,0.38,0.39,0.49,0.36
repositorium.csv,0.67,0.91,0.99,0.94,0.89,0.58,0.95,0.56,0.78,0.38,0.84,0.57
rsyslog.csv,0.46,0.4,0.48,0.5,0.73,0.39,0.53,0.71,0.32,0.4,0.37,0.35
simplewebservices.csv,0.53,0.34,0.42,0.58,0.37,0.43,0.4,0.54,0.35,0.54,0.39,0.46
ultimairis.csv,0.51,0.35,0.45,0.57,0.36,0.58,0.69,0.41,0.35,0.88,0.49,0.36
wow-qrsk.csv,0.5,0.57,0.6,0.97,0.75,0.0,0.5,0.67,0.0,0.58,0.0,0.96
wxstudio.csv,0.52,0.77,0.49,0.49,0.47,0.41,0.42,0.91,0.5,0.94,0.42,0.83
xbg.csv,0.92,0.8,0.99,0.95,0.95,0.75,0.96,0.68,0.83,0.79,0.95,0.78
xqilla.csv,0.0,0.7,0.57,0.85,0.92,0.43,0.59,0.77,0.75,0.9,0.67,0.96
