,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.27,0.6,0.4,0.41,0.48,0.49,0.56,1.0
cornerstone.csv,0.57,0.73,0.47,0.92,0.38,0.39,0.69,0.67
frogatto.csv,0.53,0.73,0.51,0.51,0.48,0.71,1.0,0.77
novembre.csv,0.14,0.93,0.15,0.2,0.28,0.34,0.33,0.51
ns-3.csv,0.98,0.87,0.53,0.45,0.78,0.63,0.64,0.82
open-beos.csv,0.49,0.47,0.93,0.59,0.61,0.63,0.42,0.56
planeshift.csv,0.66,0.93,0.79,0.65,0.99,0.79,0.75,0.91
sbml.csv,0.66,0.87,0.74,0.78,0.8,1.0,0.83,0.78
