,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.21,0.41,0.56,0.34,0.59,0.68,0.0
gstreamer.csv,0.2,0.54,0.61,0.37,0.43,0.73,0.78
ifmo-game-1.csv,0.39,0.07,0.32,0.06,0.23,0.44,0.06
pi-qmc.csv,0.11,0.41,0.4,0.34,0.71,0.72,0.93
quarkplusplus.csv,0.22,0.57,0.5,0.43,0.29,0.4,0.13
xapian.csv,0.19,0.59,0.55,0.55,0.32,0.56,0.63
zemljanka.csv,0.2,0.56,0.6,0.37,0.41,0.58,0.89
