,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.77,0.36,0.72,0.5,0.92,0.86,0.92,0.7,0.74,0.5,0.98,0.48,0.72,0.88,0.5
amateur-scrolls.csv,0.96,0.91,0.76,0.65,0.83,0.98,0.88,0.65,0.9,0.86,0.97,0.89,0.92,0.62,0.76
biopax.csv,0.53,0.41,0.4,0.42,0.39,0.47,0.45,0.46,0.55,0.39,0.42,0.47,0.47,0.45,0.43
crux-framework.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.67
exl.csv,0.54,0.34,0.38,0.42,0.41,0.65,0.96,0.46,0.47,0.41,0.44,0.45,0.57,0.44,0.44
ikvm.csv,0.6,0.57,0.93,0.5,0.56,0.57,0.79,0.87,0.8,0.71,0.9,0.93,0.87,0.75,0.94
irrlicht.csv,0.49,0.46,0.61,0.89,0.39,0.5,0.43,0.45,0.75,0.68,0.43,0.56,0.85,0.92,0.81
les-indemodables.csv,0.75,0.78,0.96,0.83,0.69,0.91,0.78,0.5,0.9,0.75,0.59,0.62,0.88,0.45,0.45
lportal.csv,0.91,0.65,0.95,0.81,0.71,0.97,0.84,0.89,0.76,0.99,0.87,0.96,0.7,0.91,0.0
ns-3-dev-def-routing.csv,0.58,0.53,0.94,0.54,0.48,0.67,0.94,0.53,0.76,0.84,0.63,0.55,0.96,0.48,0.81
qpe.csv,0.97,0.5,0.47,0.57,0.92,0.73,0.43,0.88,0.45,0.54,0.73,0.77,0.49,0.8,0.78
sigil.csv,0.57,0.46,0.42,0.45,0.41,0.73,0.49,0.47,0.85,0.52,0.5,0.54,0.64,0.42,0.43
ultimairis.csv,0.56,0.46,0.51,0.45,0.44,0.5,0.77,0.52,0.56,0.43,0.45,0.71,0.58,0.49,0.47
unflobtactical.csv,0.65,0.86,0.59,0.6,0.47,0.68,0.5,0.64,0.79,0.53,0.59,0.68,0.65,0.57,0.59
xbg.csv,0.98,0.92,0.8,0.67,0.9,0.6,0.61,0.95,0.88,1.0,0.87,0.94,0.67,0.86,0.76
