,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.39,0.8,0.01,0.04,0.31,0.2,0.06,0.46,0.27,0.39,0.26,1.0,0.2,0.08,0.33
amateur-scrolls.csv,0.13,0.27,0.22,0.0,0.08,0.16,0.02,0.08,0.18,0.22,0.17,0.17,0.0,0.08,0.22
biopax.csv,0.56,0.73,0.6,0.63,0.54,0.76,0.66,0.59,0.4,0.82,0.62,0.8,0.05,0.62,0.98
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
exl.csv,0.59,0.93,0.75,0.61,0.58,0.33,0.13,0.57,0.49,0.71,0.57,0.58,0.15,0.0,0.66
ikvm.csv,0.45,0.0,0.12,0.0,0.42,0.33,0.18,0.27,0.13,0.27,0.28,0.12,0.2,0.0,0.16
irrlicht.csv,0.92,0.47,0.27,0.33,0.92,0.02,0.67,0.81,0.18,0.22,0.8,0.85,0.15,0.15,0.18
les-indemodables.csv,0.26,0.47,0.12,0.11,0.08,0.24,0.2,0.11,0.15,0.24,0.3,0.0,0.1,0.15,0.42
lportal.csv,0.36,0.4,0.18,0.41,0.42,0.2,0.32,0.14,0.35,0.0,0.4,0.37,0.85,0.54,0.01
ns-3-dev-def-routing.csv,0.39,0.3,0.21,0.26,0.19,0.18,0.07,0.32,0.24,0.23,0.01,0.52,0.0,0.23,0.24
qpe.csv,0.0,0.6,0.75,0.67,0.23,0.61,0.94,0.11,0.87,0.71,0.52,0.45,1.0,0.62,0.5
sigil.csv,0.31,0.47,0.5,0.46,0.27,0.16,0.44,0.0,0.2,0.35,0.45,0.43,0.1,0.31,0.61
ultimairis.csv,0.74,0.73,0.59,0.72,0.42,0.88,0.01,0.38,0.62,0.86,0.71,0.38,0.1,0.77,0.85
unflobtactical.csv,0.4,0.23,0.39,0.46,0.0,0.37,0.55,0.14,0.36,0.53,0.32,0.69,0.55,0.62,0.6
xbg.csv,0.09,0.33,0.02,0.48,0.19,0.33,0.32,0.22,0.0,0.2,0.28,0.17,0.0,0.31,0.22
