,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.91,0.9,0.57,0.98,0.96,0.67,0.83
bwapi.csv,0.59,0.55,0.33,0.55,0.44,0.46,0.31
gisgraphy.csv,0.38,0.58,0.52,0.98,0.77,0.34,0.73
lite.csv,0.5,0.71,0.55,0.56,0.73,0.67,0.9
ontopia.csv,0.37,0.47,0.37,0.5,0.44,0.32,0.33
smartgwt.csv,0.59,0.56,0.43,0.55,0.56,0.47,0.39
