,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.43,0.34,0.32,0.75,0.54,0.49,0.09,0.65,0.67,0.71,0.69,0.69,0.0,0.29,0.09,0.45,0.43,0.0,0.06
beast-mcmc.csv,0.62,0.6,0.39,0.6,0.53,0.62,0.47,0.52,0.32,0.73,0.81,0.68,0.42,0.42,0.68,0.54,0.63,0.82,0.14
bigdata.csv,0.37,0.44,0.29,0.57,0.58,0.33,0.56,0.34,0.07,0.33,0.85,0.49,0.29,0.24,0.0,0.41,0.39,0.81,0.06
codesmith.csv,0.49,0.64,0.34,0.75,0.62,0.64,0.56,0.63,0.1,0.8,0.67,0.48,0.42,0.36,0.5,0.57,0.86,0.77,0.16
coot.csv,0.23,0.69,0.22,0.62,0.05,0.42,0.47,0.38,0.33,0.49,0.6,0.04,0.0,0.4,0.73,0.33,0.44,0.0,0.08
cuberok.csv,0.48,0.36,0.27,0.48,0.6,0.49,0.71,0.44,0.39,0.55,0.74,0.57,0.46,0.39,0.35,0.53,0.24,0.73,0.09
icescrum.csv,0.58,0.44,0.37,0.65,0.39,0.6,0.45,0.69,0.45,0.55,0.59,0.6,0.21,0.41,0.51,0.76,0.3,0.56,0.15
jbasic.csv,0.46,0.47,0.31,0.76,0.6,0.64,0.45,0.72,0.47,0.85,0.55,0.65,0.44,0.53,0.67,0.56,0.43,0.79,0.16
jrefactory.csv,0.27,0.71,0.29,0.51,0.3,0.41,0.49,0.29,0.28,0.4,0.38,0.59,0.39,0.34,0.71,0.42,0.75,0.54,0.09
jsecurity.csv,0.32,0.41,0.49,0.31,0.5,0.48,0.34,0.28,0.22,0.41,0.37,0.51,0.19,0.05,0.68,0.17,0.7,0.57,0.33
kolmafia.csv,0.42,0.7,0.37,0.67,0.56,0.62,0.63,0.65,0.47,0.82,0.82,0.76,0.45,0.4,0.68,0.55,0.37,0.72,0.09
libopenmetaverse.csv,0.42,0.73,0.32,0.79,0.64,0.68,0.49,0.66,0.53,0.81,0.94,0.62,0.26,0.4,0.68,0.55,0.74,0.81,0.11
mevenide.csv,0.35,0.38,0.2,0.27,0.23,0.35,0.44,0.34,0.38,0.28,0.4,0.19,0.22,0.62,0.33,0.44,0.1,0.32,0.18
mobicents.csv,0.54,0.57,0.41,0.7,0.48,0.68,0.58,0.73,0.55,0.76,0.76,0.7,0.52,0.42,0.71,0.54,0.23,0.69,0.12
opendvr.csv,0.51,0.43,0.41,0.57,0.63,0.62,0.42,0.54,0.39,0.83,0.72,0.7,0.53,0.17,0.55,0.55,0.42,0.69,0.12
power-architect.csv,0.43,0.63,0.37,0.74,0.66,0.62,0.56,0.42,0.45,0.83,0.88,0.72,0.45,0.4,0.68,0.49,0.79,0.81,0.07
sidekar.csv,0.0,0.0,0.0,0.84,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.45,0.11,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.22,0.45,0.14,0.55,0.11,0.35,0.56,0.49,0.44,0.51,0.45,0.54,0.0,0.31,0.13,0.31,0.18,0.63,0.11
thedata.csv,0.36,0.6,0.26,0.72,0.52,0.57,0.44,0.62,0.44,0.76,0.73,0.65,0.35,0.25,0.69,0.37,0.43,0.82,0.67
