,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.33,0.74,0.57,0.43,0.38,0.48,0.0,0.51,0.69,0.33,0.39,0.33,0.0,0.68,0.75,0.4,0.5,0.0,0.48
beast-mcmc.csv,0.53,0.4,0.48,0.55,0.47,0.43,0.42,0.43,0.43,0.39,0.42,0.36,0.48,0.48,0.42,0.38,0.57,0.37,0.56
bigdata.csv,0.95,0.52,0.67,0.56,0.55,0.74,0.37,0.62,0.75,0.83,0.47,0.63,0.95,0.92,0.5,0.44,0.75,0.41,0.41
codesmith.csv,0.54,0.45,0.58,0.47,0.44,0.36,0.4,0.46,0.88,0.36,0.51,0.62,0.46,0.51,0.63,0.32,0.47,0.42,0.37
coot.csv,0.52,0.6,0.6,0.61,0.0,0.68,0.42,0.86,0.62,0.59,0.73,0.67,0.0,0.58,0.41,0.65,0.92,0.0,0.48
cuberok.csv,0.65,0.58,0.58,0.57,0.47,0.46,0.52,0.58,0.61,0.55,0.44,0.44,0.45,0.49,0.89,0.35,0.62,0.42,0.38
icescrum.csv,0.53,0.5,0.66,0.56,0.52,0.45,0.41,0.46,0.52,0.5,0.49,0.4,0.53,0.54,0.42,0.43,0.88,0.36,0.89
jbasic.csv,0.39,0.45,0.67,0.45,0.46,0.4,0.55,0.51,0.42,0.36,0.53,0.4,0.47,0.51,0.44,0.36,0.57,0.44,0.65
jrefactory.csv,0.46,0.51,0.52,0.54,0.56,0.63,0.42,0.65,0.61,0.69,0.77,0.48,0.57,0.57,0.41,0.48,0.38,0.59,0.37
jsecurity.csv,0.97,0.49,0.53,0.89,0.5,0.61,0.48,0.94,0.71,0.8,0.8,0.55,0.89,0.92,0.44,0.75,0.46,0.36,0.5
kolmafia.csv,0.35,0.36,0.43,0.37,0.36,0.37,0.4,0.44,0.41,0.32,0.38,0.38,0.61,0.45,0.37,0.32,0.49,0.34,0.35
libopenmetaverse.csv,0.33,0.38,0.46,0.46,0.5,0.36,0.4,0.43,0.45,0.35,0.4,0.39,0.48,0.45,0.45,0.32,0.47,0.32,0.36
mevenide.csv,0.97,0.72,0.95,0.9,0.88,0.96,0.7,0.74,0.75,0.9,0.68,0.83,0.8,0.67,0.67,0.62,0.82,0.78,0.86
mobicents.csv,0.41,0.4,0.57,0.52,0.47,0.45,0.44,0.43,0.5,0.37,0.4,0.34,0.47,0.46,0.42,0.41,0.67,0.45,0.41
opendvr.csv,0.5,0.49,0.6,0.63,0.34,0.46,0.94,0.52,0.65,0.37,0.43,0.35,0.83,0.89,0.42,0.48,0.55,0.49,0.75
power-architect.csv,0.4,0.4,0.46,0.49,0.36,0.41,0.37,0.58,0.55,0.48,0.42,0.35,0.44,0.53,0.45,0.35,0.36,0.41,0.38
sidekar.csv,0.0,0.0,0.0,0.48,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.44,0.86,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.63,0.6,0.84,0.52,0.5,0.71,0.38,0.74,0.79,0.56,0.69,0.43,0.0,0.86,0.86,0.5,0.75,0.5,0.37
thedata.csv,0.42,0.61,0.71,0.53,0.55,0.48,0.43,0.5,0.46,0.35,0.5,0.38,0.46,0.61,0.42,0.69,0.68,0.4,0.88
