,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.77,0.88,0.22,0.5,0.86,0.46,0.63,0.46,0.3,0.92,0.57,0.93,0.15,0.74,0.33,0.69
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.1,0.71,0.28,0.68
bionote.csv,0.88,0.88,0.4,0.22,1.0,0.25,1.0,0.39,0.54,1.0,0.91,0.91,0.37,0.72,0.41,0.61
bnetd.csv,0.77,0.82,0.23,0.41,0.81,0.43,0.57,0.5,0.31,0.95,0.81,0.92,0.16,0.72,0.29,0.67
elvishrayrenderer.csv,0.79,0.79,1.0,0.43,0.95,0.64,0.62,0.5,0.38,0.91,1.0,0.88,0.3,0.86,0.55,0.87
emisview.csv,0.64,0.0,0.5,0.45,0.96,0.57,0.88,0.57,0.5,0.0,0.65,0.88,0.22,0.86,0.5,1.0
hazelcast.csv,0.77,0.88,0.48,0.36,1.0,0.32,0.61,0.52,0.28,0.94,0.62,0.94,0.16,0.79,0.39,0.67
jitterbit.csv,0.76,0.86,0.28,0.39,0.88,0.31,0.72,0.17,0.55,0.9,0.54,0.95,0.13,0.68,0.35,0.74
jppf-project.csv,0.75,0.77,0.23,0.27,0.85,0.2,0.65,0.51,0.22,0.89,0.43,0.99,0.15,0.74,0.33,0.56
l2j.csv,0.72,0.87,0.46,0.42,0.97,0.34,0.61,0.54,0.32,0.95,0.68,0.89,0.13,0.86,0.3,0.62
megasquirtavr.csv,0.78,0.82,0.5,0.32,0.84,0.3,0.68,0.47,0.35,0.91,0.53,0.93,0.13,0.72,0.33,0.65
stajistics.csv,0.81,0.81,0.0,0.31,0.95,0.31,0.6,0.49,0.23,0.93,0.67,0.9,0.17,0.78,0.5,0.67
trackit.csv,0.71,0.0,0.2,0.33,0.85,0.37,0.71,1.0,0.23,0.9,0.31,1.0,0.17,0.4,0.24,0.17
wxlua.csv,0.81,0.8,0.18,0.31,0.65,0.27,0.61,0.2,0.3,0.94,0.51,0.89,0.11,0.67,0.26,0.63
x4x.csv,0.86,0.88,0.27,0.38,0.82,0.35,0.62,0.49,0.29,0.9,0.73,0.9,0.08,0.74,0.38,0.69
xharbour.csv,0.76,0.99,0.23,0.33,0.84,0.29,0.65,0.5,0.28,0.93,0.51,0.88,0.18,0.73,0.3,0.62
